classifier,discretizer,dataset,fold,avg_precision,auc
DTAE,1,shuttle-c2-vs-c4.csv,0,-1,-1
DTAE,2,shuttle-c2-vs-c4.csv,0,-1,-1
DTAE,0,car-vgood.csv,0,-1,-1
DTAE,1,car-vgood.csv,0,-1,-1
DTAE,2,car-vgood.csv,0,-1,-1
DTAE,0,kr-vs-k-one_vs_fifteen.csv,0,-1,-1
DTAE,1,kr-vs-k-one_vs_fifteen.csv,0,-1,-1
DTAE,2,kr-vs-k-one_vs_fifteen.csv,0,-1,-1
DTAE,0,vowel0.csv,0,-1,-1
DTAE,1,vowel0.csv,0,-1,-1
DTAE,2,vowel0.csv,0,-1,-1
DTAE,0,winequality-white-9_vs_4.csv,0,-1,-1
DTAE,1,winequality-white-9_vs_4.csv,0,-1,-1
DTAE,2,winequality-white-9_vs_4.csv,0,-1,-1
DTAE,0,winequality-red-8_vs_6-7.csv,0,-1,-1
DTAE,1,winequality-red-8_vs_6-7.csv,0,-1,-1
DTAE,2,winequality-red-8_vs_6-7.csv,0,-1,-1
DTAE,0,winequality-white-3_vs_7.csv,0,-1,-1
DTAE,1,winequality-white-3_vs_7.csv,0,-1,-1
DTAE,2,winequality-white-3_vs_7.csv,0,-1,-1
DTAE,0,poker-8-9_vs_5.csv,0,-1,-1
DTAE,1,poker-8-9_vs_5.csv,0,-1,-1
DTAE,2,poker-8-9_vs_5.csv,0,-1,-1
DTAE,0,abalone-19_vs_10-11-12-13.csv,0,-1,-1
DTAE,1,abalone-19_vs_10-11-12-13.csv,0,-1,-1
DTAE,2,abalone-19_vs_10-11-12-13.csv,0,-1,-1
DTAE,0,segment0.csv,0,-1,-1
DTAE,1,segment0.csv,0,-1,-1
DTAE,2,segment0.csv,0,-1,-1
DTAE,0,yeast-2_vs_4.csv,0,-1,-1
DTAE,1,yeast-2_vs_4.csv,0,-1,-1
DTAE,2,yeast-2_vs_4.csv,0,-1,-1
DTAE,0,winequality-white-3-9_vs_5.csv,0,-1,-1
DTAE,1,winequality-white-3-9_vs_5.csv,0,-1,-1
DTAE,2,winequality-white-3-9_vs_5.csv,0,-1,-1
DTAE,0,vehicle2.csv,0,-1,-1
DTAE,1,vehicle2.csv,0,-1,-1
DTAE,2,vehicle2.csv,0,-1,-1
DTAE,0,vehicle3.csv,0,-1,-1
DTAE,1,vehicle3.csv,0,-1,-1
DTAE,2,vehicle3.csv,0,-1,-1
DTAE,0,ecoli4.csv,0,-1,-1
DTAE,1,ecoli4.csv,0,-1,-1
DTAE,2,ecoli4.csv,0,-1,-1
DTAE,0,winequality-red-8_vs_6.csv,0,-1,-1
DTAE,1,winequality-red-8_vs_6.csv,0,-1,-1
DTAE,2,winequality-red-8_vs_6.csv,0,-1,-1
DTAE,0,wisconsinImb.csv,0,-1,-1
DTAE,1,wisconsinImb.csv,0,-1,-1
DTAE,2,wisconsinImb.csv,0,-1,-1
DTAE,0,kr-vs-k-zero-one_vs_draw.csv,0,-1,-1
DTAE,1,kr-vs-k-zero-one_vs_draw.csv,0,-1,-1
DTAE,2,kr-vs-k-zero-one_vs_draw.csv,0,-1,-1
DTAE,0,yeast-1_vs_7.csv,0,-1,-1
DTAE,1,yeast-1_vs_7.csv,0,-1,-1
DTAE,2,yeast-1_vs_7.csv,0,-1,-1
DTAE,0,vehicle1.csv,0,-1,-1
DTAE,1,vehicle1.csv,0,-1,-1
DTAE,2,vehicle1.csv,0,-1,-1
DTAE,0,glass1.csv,0,-1,-1
DTAE,1,glass1.csv,0,-1,-1
DTAE,2,glass1.csv,0,-1,-1
DTAE,0,ecoli-0-1_vs_2-3-5.csv,0,-1,-1
DTAE,1,ecoli-0-1_vs_2-3-5.csv,0,-1,-1
DTAE,2,ecoli-0-1_vs_2-3-5.csv,0,-1,-1
DTAE,0,ecoli1.csv,0,-1,-1
DTAE,1,ecoli1.csv,0,-1,-1
DTAE,2,ecoli1.csv,0,-1,-1
DTAE,0,abalone-21_vs_8.csv,0,-1,-1
DTAE,1,abalone-21_vs_8.csv,0,-1,-1
DTAE,2,abalone-21_vs_8.csv,0,-1,-1
DTAE,0,yeast-1-4-5-8_vs_7.csv,0,-1,-1
DTAE,1,yeast-1-4-5-8_vs_7.csv,0,-1,-1
DTAE,2,yeast-1-4-5-8_vs_7.csv,0,-1,-1
DTAE,0,abalone19.csv,0,-1,-1
DTAE,1,abalone19.csv,0,-1,-1
DTAE,2,abalone19.csv,0,-1,-1
DTAE,0,yeast-0-2-5-6_vs_3-7-8-9.csv,0,-1,-1
DTAE,1,yeast-0-2-5-6_vs_3-7-8-9.csv,0,-1,-1
DTAE,2,yeast-0-2-5-6_vs_3-7-8-9.csv,0,-1,-1
DTAE,0,ecoli-0-1_vs_5.csv,0,-1,-1
DTAE,1,ecoli-0-1_vs_5.csv,0,-1,-1
DTAE,2,ecoli-0-1_vs_5.csv,0,-1,-1
DTAE,0,page-blocks-1-3_vs_4.csv,0,-1,-1
DTAE,1,page-blocks-1-3_vs_4.csv,0,-1,-1
DTAE,2,page-blocks-1-3_vs_4.csv,0,-1,-1
DTAE,0,yeast4.csv,0,-1,-1
DTAE,1,yeast4.csv,0,-1,-1
DTAE,2,yeast4.csv,0,-1,-1
DTAE,0,ecoli-0-1-4-7_vs_2-3-5-6.csv,0,-1,-1
DTAE,1,ecoli-0-1-4-7_vs_2-3-5-6.csv,0,-1,-1
DTAE,2,ecoli-0-1-4-7_vs_2-3-5-6.csv,0,-1,-1
DTAE,0,glass-0-4_vs_5.csv,0,-1,-1
DTAE,1,glass-0-4_vs_5.csv,0,-1,-1
DTAE,2,glass-0-4_vs_5.csv,0,-1,-1
DTAE,0,yeast5.csv,0,-1,-1
DTAE,1,yeast5.csv,0,-1,-1
DTAE,2,yeast5.csv,0,-1,-1
DTAE,0,yeast6.csv,0,-1,-1
DTAE,1,yeast6.csv,0,-1,-1
DTAE,2,yeast6.csv,0,-1,-1
DTAE,0,ecoli-0-4-6_vs_5.csv,0,-1,-1
DTAE,1,ecoli-0-4-6_vs_5.csv,0,-1,-1
DTAE,2,ecoli-0-4-6_vs_5.csv,0,-1,-1
DTAE,0,kr-vs-k-three_vs_eleven.csv,0,-1,-1
DTAE,1,kr-vs-k-three_vs_eleven.csv,0,-1,-1
DTAE,2,kr-vs-k-three_vs_eleven.csv,0,-1,-1
DTAE,0,glass6.csv,0,-1,-1
DTAE,1,glass6.csv,0,-1,-1
DTAE,2,glass6.csv,0,-1,-1
DTAE,0,poker-9_vs_7.csv,0,-1,-1
DTAE,1,poker-9_vs_7.csv,0,-1,-1
DTAE,2,poker-9_vs_7.csv,0,-1,-1
DTAE,0,kr-vs-k-zero_vs_fifteen.csv,0,-1,-1
DTAE,1,kr-vs-k-zero_vs_fifteen.csv,0,-1,-1
DTAE,2,kr-vs-k-zero_vs_fifteen.csv,0,-1,-1
DTAE,0,yeast3.csv,0,-1,-1
DTAE,1,yeast3.csv,0,-1,-1
DTAE,2,yeast3.csv,0,-1,-1
DTAE,0,glass-0-1-6_vs_5.csv,0,-1,-1
DTAE,1,glass-0-1-6_vs_5.csv,0,-1,-1
DTAE,2,glass-0-1-6_vs_5.csv,0,-1,-1
DTAE,0,ecoli-0-3-4-6_vs_5.csv,0,-1,-1
DTAE,1,ecoli-0-3-4-6_vs_5.csv,0,-1,-1
DTAE,2,ecoli-0-3-4-6_vs_5.csv,0,-1,-1
DTAE,0,glass0.csv,0,-1,-1
DTAE,1,glass0.csv,0,-1,-1
DTAE,2,glass0.csv,0,-1,-1
DTAE,0,glass-0-1-4-6_vs_2.csv,0,-1,-1
DTAE,1,glass-0-1-4-6_vs_2.csv,0,-1,-1
DTAE,2,glass-0-1-4-6_vs_2.csv,0,-1,-1
DTAE,0,new-thyroid2.csv,0,-1,-1
DTAE,1,new-thyroid2.csv,0,-1,-1
DTAE,2,new-thyroid2.csv,0,-1,-1
DTAE,0,glass-0-1-6_vs_2.csv,0,-1,-1
DTAE,1,glass-0-1-6_vs_2.csv,0,-1,-1
DTAE,2,glass-0-1-6_vs_2.csv,0,-1,-1
DTAE,0,glass-0-6_vs_5.csv,0,-1,-1
DTAE,1,glass-0-6_vs_5.csv,0,-1,-1
DTAE,2,glass-0-6_vs_5.csv,0,-1,-1
DTAE,0,yeast1.csv,0,-1,-1
DTAE,1,yeast1.csv,0,-1,-1
DTAE,2,yeast1.csv,0,-1,-1
DTAE,0,glass2.csv,0,-1,-1
DTAE,1,glass2.csv,0,-1,-1
DTAE,2,glass2.csv,0,-1,-1
DTAE,0,ecoli-0-2-6-7_vs_3-5.csv,0,-1,-1
DTAE,1,ecoli-0-2-6-7_vs_3-5.csv,0,-1,-1
DTAE,2,ecoli-0-2-6-7_vs_3-5.csv,0,-1,-1
DTAE,0,shuttle-2_vs_5.csv,0,-1,-1
DTAE,1,shuttle-2_vs_5.csv,0,-1,-1
DTAE,2,shuttle-2_vs_5.csv,0,-1,-1
DTAE,0,ecoli-0-6-7_vs_3-5.csv,0,-1,-1
DTAE,1,ecoli-0-6-7_vs_3-5.csv,0,-1,-1
DTAE,2,ecoli-0-6-7_vs_3-5.csv,0,-1,-1
DTAE,0,car-good.csv,0,-1,-1
DTAE,1,car-good.csv,0,-1,-1
DTAE,2,car-good.csv,0,-1,-1
DTAE,0,poker-8-9_vs_6.csv,0,-1,-1
DTAE,1,poker-8-9_vs_6.csv,0,-1,-1
DTAE,2,poker-8-9_vs_6.csv,0,-1,-1
DTAE,0,iris0.csv,0,-1,-1
DTAE,1,iris0.csv,0,-1,-1
DTAE,2,iris0.csv,0,-1,-1
DTAE,0,poker-8_vs_6.csv,0,-1,-1
DTAE,1,poker-8_vs_6.csv,0,-1,-1
DTAE,2,poker-8_vs_6.csv,0,-1,-1
DTAE,0,ecoli-0-6-7_vs_5.csv,0,-1,-1
DTAE,1,ecoli-0-6-7_vs_5.csv,0,-1,-1
DTAE,2,ecoli-0-6-7_vs_5.csv,0,-1,-1
DTAE,0,ecoli-0-1-4-7_vs_5-6.csv,0,-1,-1
DTAE,1,ecoli-0-1-4-7_vs_5-6.csv,0,-1,-1
DTAE,2,ecoli-0-1-4-7_vs_5-6.csv,0,-1,-1
DTAE,0,habermanImb.csv,0,-1,-1
DTAE,1,habermanImb.csv,0,-1,-1
DTAE,2,habermanImb.csv,0,-1,-1
DTAE,0,shuttle-c0-vs-c4.csv,0,-1,-1
DTAE,1,shuttle-c0-vs-c4.csv,0,-1,-1
DTAE,2,shuttle-c0-vs-c4.csv,0,-1,-1
DTAE,0,ecoli3.csv,0,-1,-1
DTAE,1,ecoli3.csv,0,-1,-1
DTAE,2,ecoli3.csv,0,-1,-1
DTAE,0,ecoli-0-2-3-4_vs_5.csv,0,-1,-1
DTAE,1,ecoli-0-2-3-4_vs_5.csv,0,-1,-1
DTAE,2,ecoli-0-2-3-4_vs_5.csv,0,-1,-1
DTAE,0,abalone-17_vs_7-8-9-10.csv,0,-1,-1
DTAE,1,abalone-17_vs_7-8-9-10.csv,0,-1,-1
DTAE,2,abalone-17_vs_7-8-9-10.csv,0,-1,-1
DTAE,0,new-thyroid1.csv,0,-1,-1
DTAE,1,new-thyroid1.csv,0,-1,-1
DTAE,2,new-thyroid1.csv,0,-1,-1
DTAE,0,glass-0-1-5_vs_2.csv,0,-1,-1
DTAE,1,glass-0-1-5_vs_2.csv,0,-1,-1
DTAE,2,glass-0-1-5_vs_2.csv,0,-1,-1
DTAE,0,page-blocks0.csv,0,-1,-1
DTAE,1,page-blocks0.csv,0,-1,-1
DTAE,2,page-blocks0.csv,0,-1,-1
DTAE,0,led7digit-0-2-4-5-6-7-8-9_vs_1.csv,0,-1,-1
DTAE,1,led7digit-0-2-4-5-6-7-8-9_vs_1.csv,0,-1,-1
DTAE,2,led7digit-0-2-4-5-6-7-8-9_vs_1.csv,0,-1,-1
DTAE,0,kr-vs-k-zero_vs_eight.csv,0,-1,-1
DTAE,1,kr-vs-k-zero_vs_eight.csv,0,-1,-1
DTAE,2,kr-vs-k-zero_vs_eight.csv,0,-1,-1
DTAE,0,ecoli2.csv,0,-1,-1
DTAE,1,ecoli2.csv,0,-1,-1
DTAE,2,ecoli2.csv,0,-1,-1
DTAE,0,glass-0-1-2-3_vs_4-5-6.csv,0,-1,-1
DTAE,1,glass-0-1-2-3_vs_4-5-6.csv,0,-1,-1
DTAE,2,glass-0-1-2-3_vs_4-5-6.csv,0,-1,-1
DTAE,0,vehicle0.csv,0,-1,-1
DTAE,1,vehicle0.csv,0,-1,-1
DTAE,2,vehicle0.csv,0,-1,-1
DTAE,0,yeast-0-2-5-7-9_vs_3-6-8.csv,0,-1,-1
DTAE,1,yeast-0-2-5-7-9_vs_3-6-8.csv,0,-1,-1
DTAE,2,yeast-0-2-5-7-9_vs_3-6-8.csv,0,-1,-1
DTAE,0,abalone9-18.csv,0,-1,-1
DTAE,1,abalone9-18.csv,0,-1,-1
DTAE,2,abalone9-18.csv,0,-1,-1
DTAE,0,winequality-red-3_vs_5.csv,0,-1,-1
DTAE,1,winequality-red-3_vs_5.csv,0,-1,-1
DTAE,2,winequality-red-3_vs_5.csv,0,-1,-1
DTAE,0,abalone-20_vs_8-9-10.csv,0,-1,-1
DTAE,1,abalone-20_vs_8-9-10.csv,0,-1,-1
DTAE,2,abalone-20_vs_8-9-10.csv,0,-1,-1
DTAE,0,flare-F.csv,0,-1,-1
DTAE,1,flare-F.csv,0,-1,-1
DTAE,2,flare-F.csv,0,-1,-1
DTAE,0,winequality-red-4.csv,0,-1,-1
DTAE,1,winequality-red-4.csv,0,-1,-1
DTAE,2,winequality-red-4.csv,0,-1,-1
DTAE,0,glass4.csv,0,-1,-1
DTAE,1,glass4.csv,0,-1,-1
DTAE,2,glass4.csv,0,-1,-1
DTAE,0,ecoli-0-1-4-6_vs_5.csv,0,-1,-1
DTAE,1,ecoli-0-1-4-6_vs_5.csv,0,-1,-1
DTAE,2,ecoli-0-1-4-6_vs_5.csv,0,-1,-1
DTAE,0,ecoli-0-3-4-7_vs_5-6.csv,0,-1,-1
DTAE,1,ecoli-0-3-4-7_vs_5-6.csv,0,-1,-1
DTAE,2,ecoli-0-3-4-7_vs_5-6.csv,0,-1,-1
DTAE,0,abalone-3_vs_11.csv,0,-1,-1
DTAE,1,abalone-3_vs_11.csv,0,-1,-1
DTAE,2,abalone-3_vs_11.csv,0,-1,-1
DTAE,0,glass5.csv,0,-1,-1
DTAE,1,glass5.csv,0,-1,-1
DTAE,2,glass5.csv,0,-1,-1
DTAE,0,zoo-3.csv,0,-1,-1
DTAE,1,zoo-3.csv,0,-1,-1
DTAE,2,zoo-3.csv,0,-1,-1
