@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/vowel0/EWD2vowel0-5-2tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute Class {' negative',' positive'}
@data
21,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,' negativ
22,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,4.0,3.0,4.0,1.0,2.0,' negativ
23,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0,3.0,4.0,3.0,' negativ
24,0.0,0.0,0.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,' negativ
25,0.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,' negativ
26,0.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,' negativ
27,0.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,' negativ
28,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,' negativ
29,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,4.0,3.0,3.0,' negativ
30,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,' negativ
31,0.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,' negativ
32,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,' negativ
33,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,4.0,3.0,' negativ
34,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,' negativ
35,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,' negativ
36,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,' negativ
37,0.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,' negativ
38,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,' negativ
39,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,' positiv
40,0.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,' negativ
41,0.0,1.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,' negativ
42,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,3.0,4.0,4.0,' negativ
43,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,' negativ
44,0.0,1.0,0.0,3.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,' negativ
45,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,' positiv
46,0.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,' negativ
47,0.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,' negativ
48,0.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,' negativ
49,0.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,3.0,' negativ
50,0.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,' negativ
51,0.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,' negativ
52,0.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,' negativ
53,0.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,' negativ
54,0.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,' negativ
55,0.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,' negativ
56,0.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,' negativ
57,0.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,' negativ
58,0.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,' negativ
59,0.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,' negativ
60,0.0,1.0,4.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,0.0,2.0,4.0,' positiv
61,0.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,' negativ
62,0.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,' negativ
63,0.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,' negativ
64,0.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,' negativ
65,0.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,' negativ
66,0.0,1.0,4.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,' negativ
67,0.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,' negativ
68,0.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,' negativ
69,0.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
70,0.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,' negativ
71,0.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,0.0,' negativ
72,0.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,' negativ
73,0.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,' negativ
74,0.0,1.0,4.0,0.0,4.0,2.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,' negativ
75,0.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,' negativ
76,0.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,' positiv
77,0.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,' negativ
78,0.0,2.0,4.0,3.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,' negativ
79,0.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,' negativ
80,0.0,2.0,4.0,1.0,3.0,3.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,' negativ
81,0.0,2.0,4.0,1.0,2.0,3.0,0.0,3.0,1.0,4.0,4.0,0.0,2.0,' negativ
82,0.0,2.0,4.0,3.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,' negativ
83,0.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,2.0,1.0,' negativ
84,0.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,' negativ
85,0.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,' negativ
86,0.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,' negativ
87,0.0,2.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,' negativ
88,0.0,2.0,4.0,0.0,4.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,1.0,' negativ
89,0.0,2.0,4.0,0.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,' negativ
90,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,' negativ
91,0.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,' negativ
92,0.0,2.0,4.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,' negativ
93,0.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,' negativ
94,0.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,' negativ
95,0.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,' negativ
96,0.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,' negativ
97,0.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,' negativ
98,0.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,0.0,2.0,' negativ
99,0.0,2.0,4.0,0.0,4.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,2.0,' negativ
100,0.0,2.0,4.0,0.0,4.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,2.0,' negativ
101,0.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,' negativ
102,0.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,2.0,4.0,' negativ
103,0.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,0.0,3.0,' negativ
104,0.0,2.0,4.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,' negativ
105,4.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,' positiv
106,4.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,4.0,3.0,' negativ
107,4.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,' negativ
108,4.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,' positiv
109,4.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,' negativ
110,4.0,2.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,' negativ
111,4.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,' negativ
112,4.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,' negativ
113,4.0,2.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,' negativ
114,4.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,' negativ
115,4.0,2.0,0.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,2.0,3.0,4.0,' negativ
116,4.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,' negativ
117,4.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,' negativ
118,4.0,2.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,' negativ
119,4.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,' positiv
120,4.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,' negativ
121,4.0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,' negativ
122,4.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,' negativ
123,4.0,3.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,' negativ
124,4.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,' negativ
125,4.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,' negativ
126,4.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,' negativ
127,4.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,' negativ
128,4.0,3.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,' negativ
129,4.0,3.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,' negativ
130,4.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,' negativ
131,4.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
132,4.0,3.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,' negativ
133,4.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,' negativ
134,4.0,3.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,' negativ
135,4.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
136,4.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,' negativ
137,4.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,' negativ
138,4.0,3.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,' negativ
139,4.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,' negativ
140,4.0,3.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,3.0,3.0,0.0,' negativ
141,4.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,0.0,' negativ
142,4.0,3.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,' negativ
143,4.0,3.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,' negativ
144,4.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,' negativ
145,4.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,' negativ
146,4.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,' negativ
147,4.0,3.0,0.0,1.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,0.0,' positiv
148,4.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,' negativ
149,4.0,3.0,0.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,' negativ
150,4.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,' negativ
151,4.0,3.0,0.0,3.0,0.0,1.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
152,4.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,' negativ
153,4.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,' negativ
154,4.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,' negativ
155,4.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,' negativ
156,4.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,' negativ
157,4.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,' negativ
158,4.0,3.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,' negativ
159,4.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,' negativ
160,4.0,3.0,0.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,' negativ
161,4.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,' negativ
162,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,' negativ
163,4.0,4.0,4.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,' negativ
164,4.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,' positiv
165,4.0,4.0,4.0,3.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,' negativ
166,4.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,' negativ
167,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,' negativ
168,4.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,' negativ
169,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,' negativ
170,4.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,' negativ
171,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,4.0,' negativ
172,4.0,4.0,4.0,1.0,4.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,' negativ
173,4.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,3.0,' negativ
174,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,' negativ
175,4.0,4.0,4.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,' negativ
176,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,' negativ
177,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,' negativ
178,4.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,4.0,' negativ
179,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,' negativ
180,4.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,' negativ
181,4.0,4.0,4.0,0.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0,4.0,' positiv
182,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,1.0,4.0,' negativ
183,4.0,4.0,4.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,' positiv
184,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,' negativ
185,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,' negativ
186,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,4.0,' negativ
187,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,' negativ
188,4.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,' negativ
189,4.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,' negativ
190,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,' negativ
191,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,4.0,' negativ
192,4.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,4.0,' positiv
193,4.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,' negativ
194,4.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,' negativ
195,4.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,' negativ
196,4.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,' positiv
197,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,' positiv
198,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,' positiv
199,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,' positiv
200,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,' positiv
201,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,0.0,' positiv
202,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,0.0,' positiv
203,0.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,' positiv
204,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,' positiv
205,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,' positiv
206,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,' positiv
207,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
208,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
209,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
210,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
211,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,' positiv
212,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,0.0,1.0,' positiv
213,0.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,' positiv
214,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,' positiv
215,0.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,' positiv
216,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,' positiv
217,0.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,' positiv
218,0.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,' positiv
219,0.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,' positiv
220,0.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,' positiv
221,0.0,1.0,4.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,' positiv
222,0.0,1.0,4.0,2.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,1.0,2.0,' positiv
223,0.0,1.0,4.0,2.0,0.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,' positiv
224,0.0,1.0,4.0,2.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,3.0,' positiv
225,0.0,1.0,4.0,1.0,0.0,3.0,3.0,4.0,2.0,4.0,0.0,0.0,3.0,' positiv
226,0.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,' positiv
227,0.0,2.0,4.0,2.0,0.0,2.0,3.0,4.0,2.0,3.0,0.0,2.0,2.0,' positiv
228,0.0,2.0,4.0,2.0,0.0,2.0,3.0,4.0,2.0,3.0,0.0,2.0,2.0,' positiv
