%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 21     Instances: 724
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute '9' numeric
@attribute '10' numeric
@attribute '11' numeric
@attribute '12' numeric
@attribute '13' numeric
@attribute '14' numeric
@attribute '15' numeric
@attribute '16' numeric
@attribute '17' numeric
@attribute '18' numeric
@attribute 'y' {' negative',' positive'}

@data
48,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,4.0,1.0,5.0,1.0,' negative'
49,0.0,7.0,0.0,0.0,0.0,3.0,1.0,4.0,5.0,3.0,1.0,3.0,2.0,7.0,2.0,4.0,3.0,2.0,2.0,' negative'
50,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,4.0,3.0,2.0,6.0,1.0,' negative'
51,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,8.0,2.0,3.0,2.0,4.0,2.0,' positive'
52,9.0,6.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,3.0,1.0,' negative'
53,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,9.0,8.0,3.0,6.0,3.0,9.0,1.0,0.0,' negative'
54,3.0,7.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,2.0,1.0,' negative'
55,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,9.0,1.0,' negative'
56,2.0,7.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0,' negative'
57,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,9.0,3.0,3.0,9.0,' negative'
58,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,5.0,1.0,8.0,0.0,' negative'
59,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,8.0,1.0,' negative'
60,2.0,4.0,0.0,0.0,1.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,6.0,2.0,5.0,1.0,7.0,0.0,' negative'
61,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,3.0,3.0,2.0,4.0,2.0,' positive'
62,5.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,2.0,1.0,' negative'
63,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,1.0,7.0,3.0,8.0,2.0,0.0,' negative'
64,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,9.0,9.0,4.0,5.0,3.0,9.0,0.0,0.0,' negative'
65,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,0.0,' negative'
66,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,8.0,2.0,4.0,8.0,' negative'
67,1.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0,' negative'
68,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,8.0,1.0,' negative'
69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,6.0,4.0,3.0,7.0,1.0,6.0,3.0,1.0,' negative'
70,7.0,6.0,0.0,0.0,0.0,2.0,1.0,6.0,7.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,0.0,' negative'
71,7.0,7.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,3.0,1.0,' negative'
72,2.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,8.0,3.0,2.0,3.0,4.0,2.0,' positive'
73,5.0,3.0,0.0,0.0,0.0,4.0,4.0,5.0,6.0,2.0,0.0,1.0,1.0,5.0,3.0,5.0,2.0,5.0,0.0,' negative'
74,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,3.0,1.0,' negative'
75,7.0,7.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,3.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,1.0,' negative'
76,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,8.0,3.0,2.0,3.0,4.0,2.0,' positive'
77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,1.0,7.0,3.0,8.0,2.0,0.0,' negative'
78,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,3.0,2.0,3.0,4.0,2.0,' positive'
79,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,5.0,3.0,' positive'
80,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,9.0,9.0,9.0,4.0,5.0,3.0,9.0,0.0,0.0,' negative'
81,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,3.0,4.0,2.0,5.0,1.0,' negative'
82,6.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,0.0,9.0,2.0,4.0,8.0,' negative'
83,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,7.0,5.0,0.0,9.0,0.0,7.0,3.0,0.0,' negative'
84,5.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,2.0,1.0,' negative'
85,0.0,8.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,' negative'
86,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,5.0,3.0,4.0,6.0,1.0,5.0,3.0,1.0,' negative'
87,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,5.0,3.0,4.0,6.0,1.0,5.0,3.0,1.0,' negative'
88,0.0,7.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,5.0,3.0,6.0,4.0,4.0,6.0,1.0,6.0,3.0,1.0,' negative'
89,9.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,6.0,5.0,7.0,5.0,0.0,9.0,0.0,7.0,3.0,0.0,' negative'
90,5.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,6.0,3.0,4.0,3.0,2.0,1.0,' negative'
91,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,7.0,3.0,4.0,2.0,4.0,1.0,' negative'
92,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,8.0,2.0,6.0,3.0,9.0,1.0,0.0,' negative'
93,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,7.0,3.0,3.0,2.0,4.0,2.0,' positive'
94,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,0.0,9.0,1.0,' negative'
95,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,5.0,2.0,5.0,3.0,1.0,' negative'
96,4.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,2.0,1.0,' negative'
97,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,1.0,' negative'
98,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,5.0,3.0,' positive'
99,6.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,9.0,2.0,5.0,7.0,' negative'
100,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,8.0,7.0,1.0,7.0,3.0,8.0,2.0,0.0,' negative'
101,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,5.0,4.0,' positive'
102,6.0,7.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,5.0,4.0,6.0,4.0,4.0,5.0,2.0,6.0,2.0,1.0,' negative'
103,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,8.0,7.0,3.0,7.0,1.0,8.0,1.0,1.0,' negative'
104,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,9.0,8.0,2.0,6.0,3.0,9.0,1.0,0.0,' negative'
105,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,5.0,4.0,' positive'
106,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,8.0,6.0,0.0,9.0,1.0,8.0,3.0,0.0,' negative'
107,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,2.0,1.0,' negative'
108,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,8.0,9.0,8.0,2.0,6.0,3.0,9.0,1.0,0.0,' negative'
109,2.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,8.0,1.0,6.0,7.0,' negative'
110,9.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,1.0,' negative'
111,6.0,7.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,3.0,1.0,' negative'
112,1.0,9.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,9.0,3.0,4.0,8.0,' negative'
113,3.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0,' negative'
114,7.0,3.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,6.0,5.0,2.0,5.0,2.0,1.0,' negative'
115,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,3.0,6.0,4.0,2.0,4.0,2.0,1.0,' negative'
116,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,9.0,1.0,' negative'
117,6.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,4.0,6.0,4.0,5.0,5.0,1.0,6.0,3.0,1.0,' negative'
118,4.0,4.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,8.0,3.0,3.0,3.0,4.0,2.0,' positive'
119,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,3.0,4.0,2.0,4.0,1.0,' negative'
120,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,0.0,6.0,1.0,' negative'
121,7.0,6.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,' negative'
122,4.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,5.0,2.0,5.0,1.0,7.0,0.0,' negative'
123,2.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,8.0,1.0,6.0,7.0,' negative'
124,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,8.0,0.0,' negative'
125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,' positive'
126,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,7.0,3.0,2.0,3.0,4.0,2.0,' positive'
127,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,9.0,8.0,2.0,6.0,3.0,9.0,1.0,0.0,' negative'
128,7.0,3.0,0.0,0.0,1.0,4.0,7.0,5.0,6.0,2.0,0.0,1.0,1.0,5.0,3.0,5.0,2.0,6.0,0.0,' negative'
129,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,9.0,2.0,4.0,7.0,' negative'
130,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,8.0,7.0,1.0,7.0,3.0,8.0,1.0,0.0,' negative'
131,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,3.0,2.0,3.0,4.0,2.0,' positive'
132,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,9.0,0.0,' negative'
133,9.0,8.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,1.0,7.0,2.0,3.0,8.0,' negative'
134,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,5.0,5.0,2.0,6.0,2.0,1.0,' negative'
135,7.0,7.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,6.0,4.0,3.0,4.0,3.0,1.0,' negative'
136,3.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,1.0,' negative'
137,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,1.0,1.0,6.0,1.0,7.0,2.0,4.0,9.0,' negative'
138,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,5.0,3.0,6.0,4.0,2.0,5.0,2.0,1.0,' negative'
139,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,9.0,0.0,' negative'
140,5.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,4.0,1.0,5.0,1.0,' negative'
141,3.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,9.0,2.0,3.0,2.0,4.0,3.0,' positive'
142,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,1.0,7.0,3.0,8.0,2.0,0.0,' negative'
143,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,5.0,4.0,' positive'
144,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,1.0,1.0,' negative'
145,2.0,6.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,5.0,4.0,3.0,3.0,4.0,1.0,' negative'
146,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,5.0,1.0,9.0,3.0,3.0,9.0,' negative'
147,6.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,1.0,' negative'
148,2.0,5.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,4.0,4.0,2.0,6.0,0.0,' negative'
149,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,4.0,2.0,7.0,0.0,' negative'
150,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,5.0,1.0,' negative'
151,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,5.0,4.0,' positive'
152,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,9.0,2.0,3.0,2.0,4.0,3.0,' positive'
153,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,8.0,7.0,2.0,7.0,1.0,8.0,1.0,0.0,' negative'
154,3.0,7.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,2.0,1.0,' negative'
155,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,8.0,9.0,8.0,2.0,6.0,3.0,9.0,1.0,0.0,' negative'
156,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,5.0,2.0,' negative'
157,3.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,0.0,' negative'
158,3.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,0.0,9.0,3.0,3.0,7.0,' negative'
159,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,8.0,1.0,5.0,7.0,' negative'
160,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,6.0,4.0,2.0,5.0,2.0,1.0,' negative'
