var0,var1,var2,var3,var4,var5,var6,var7,var8,y,fold,train_test
79,-3,84,0,-32,0,4,117,112, negative,3,tst
85,0,88,0,2,10,3,86,82, negative,3,tst
104,3,105,0,72,3,1,33,32, negative,3,tst
103,3,104,0,70,0,1,35,34, negative,3,tst
79,0,83,1,-42,0,5,127,122, negative,3,tst
82,0,86,0,-6,1,4,94,90, negative,3,tst
83,0,86,0,-4,21,3,92,88, negative,3,tst
104,2,105,3,70,0,1,35,34, negative,3,tst
101,-5,102,0,70,-7,1,33,32, negative,3,tst
103,-5,104,-4,72,15,1,32,30, negative,3,tst
102,1,104,6,70,-3,2,34,32, negative,3,tst
82,0,86,0,-12,-8,3,99,96, negative,3,tst
85,3,88,0,0,0,3,88,84, negative,3,tst
82,0,85,0,-6,12,3,93,90, negative,3,tst
71,-12,76,-14,-40,6,4,117,112, negative,3,tst
104,-3,105,0,72,5,1,33,32, negative,3,tst
83,0,86,0,-4,13,3,92,88, negative,3,tst
107,2,108,4,72,1,1,36,34, negative,3,tst
107,5,108,0,70,0,1,38,36, negative,3,tst
78,0,82,-1,-42,0,4,126,122, negative,3,tst
79,0,84,0,-40,9,4,125,120, negative,3,tst
84,0,87,8,-2,0,3,90,86, negative,3,tst
85,0,88,0,6,-2,3,83,80, negative,3,tst
102,0,103,5,70,-21,1,33,32, negative,3,tst
105,4,106,1,70,0,1,36,34, negative,3,tst
105,1,107,2,72,1,1,35,34, negative,3,tst
83,0,86,-1,-4,4,3,92,88, negative,3,tst
71,1,75,0,-42,-9,4,119,114, negative,3,tst
107,1,108,8,70,0,1,38,36, negative,3,tst
83,0,86,0,-6,-22,3,94,90, negative,3,tst
102,0,102,-2,70,-5,1,33,32, negative,3,tst
105,0,106,-6,70,0,1,36,36, negative,3,tst
104,-2,105,-2,70,0,1,35,34, negative,3,tst
81,0,84,-4,-14,0,3,99,96, negative,3,tst
80,1,84,3,-42,-26,5,128,124, negative,3,tst
82,0,86,0,-2,8,3,88,84, negative,3,tst
102,1,103,4,70,0,1,33,32, negative,3,tst
71,-6,75,-10,-40,2,4,116,112, negative,3,tst
82,-1,86,0,-2,25,3,88,84, negative,3,tst
81,0,84,0,-20,12,4,105,102, negative,3,tst
82,0,87,1,-40,5,5,128,124, negative,3,tst
79,0,84,8,-38,0,4,123,118, negative,3,tst
81,0,84,0,-14,20,3,100,96, negative,3,tst
106,-4,108,0,70,0,2,38,36, negative,3,tst
78,0,83,1,-42,0,4,126,122, negative,3,tst
71,-2,74,-7,-42,-19,4,118,114, negative,3,tst
104,1,105,-2,70,0,1,35,34, negative,3,tst
82,-1,87,0,-40,1,5,128,124, negative,3,tst
82,4,86,0,-12,0,3,99,96, negative,3,tst
84,0,86,-2,-2,0,3,89,86, negative,3,tst
104,1,106,4,70,0,1,36,34, negative,3,tst
105,-2,106,-6,70,0,1,36,34, negative,3,tst
102,0,103,4,70,-8,1,33,32, negative,3,tst
79,0,84,0,-40,7,4,125,120, negative,3,tst
104,-4,106,0,70,0,1,36,34, negative,3,tst
78,0,82,-1,-46,0,4,128,124, negative,3,tst
84,0,88,0,-2,-19,3,90,88, negative,3,tst
82,0,86,8,-10,5,4,97,92, negative,3,tst
83,0,87,7,-4,10,4,92,88, negative,3,tst
79,0,83,0,-46,-27,4,130,126, negative,3,tst
104,0,106,0,72,12,1,33,32, negative,3,tst
101,0,102,0,72,15,1,29,28, negative,3,tst
81,0,84,0,-18,-17,3,103,100, negative,3,tst
70,-5,74,-4,-42,-12,4,118,114, negative,3,tst
73,11,77,7,-40,28,4,118,114, negative,3,tst
81,3,84,0,-42,0,3,128,124, negative,3,tst
79,0,83,0,-28,0,4,112,108, negative,3,tst
82,0,86,0,-12,-3,3,99,96, negative,3,tst
78,5,81,0,-42,0,4,125,122, negative,3,tst
83,0,86,0,-4,16,3,92,88, negative,3,tst
104,0,105,0,72,7,1,33,32, negative,3,tst
80,-2,84,0,-24,0,4,110,106, negative,3,tst
81,0,84,0,-18,-6,3,103,100, negative,3,tst
80,2,84,-2,-36,3,4,121,116, negative,3,tst
80,0,84,1,-24,1,4,110,106, negative,3,tst
78,-1,82,0,-46,0,4,128,124, negative,3,tst
79,0,83,0,-38,8,4,122,118, negative,3,tst
104,0,106,0,70,-1,1,36,34, negative,3,tst
78,5,81,0,-40,0,4,123,120, negative,3,tst
78,0,81,-4,-40,0,4,123,120, negative,3,tst
79,0,84,0,-42,-1,4,128,124, negative,3,tst
83,3,86,0,-6,0,3,94,90, negative,3,tst
82,-4,86,-1,-4,-13,3,91,88, negative,3,tst
102,0,102,-6,70,-6,1,33,32, negative,3,tst
80,0,84,-1,-36,0,4,120,116, negative,3,tst
78,-3,83,0,-40,3,4,124,120, negative,3,tst
85,-5,89,0,8,0,4,81,78, negative,3,tst
83,0,86,0,-4,-12,3,92,88, negative,3,tst
104,-5,105,-4,70,0,1,35,34, negative,3,tst
81,0,84,0,-18,16,4,103,98, negative,3,tst
105,1,107,4,70,0,1,37,36, negative,3,tst
102,0,103,0,70,-22,1,33,32, negative,3,tst
84,0,88,1,0,0,3,88,84, negative,3,tst
81,0,85,0,-40,8,4,126,122, negative,3,tst
82,1,86,0,-22,0,4,109,106, negative,3,tst
80,0,84,-7,-20,1,4,105,100, negative,3,tst
85,-1,89,0,2,-3,4,86,82, negative,3,tst
79,5,83,0,-42,-22,4,126,122, negative,3,tst
81,2,84,0,-14,-5,3,99,96, negative,3,tst
103,2,104,4,70,0,1,35,34, negative,3,tst
79,0,83,5,-42,0,5,127,122, negative,3,tst
106,4,107,0,70,0,1,37,36, negative,3,tst
102,0,103,1,70,-5,1,33,32, negative,3,tst
81,0,86,0,-22,25,4,109,104, negative,3,tst
105,1,106,0,70,0,1,36,36, negative,3,tst
85,0,89,8,2,0,4,86,82, negative,3,tst
79,0,83,0,-46,-1,4,130,126, negative,3,tst
101,0,102,0,70,-7,1,33,32, negative,3,tst
79,-3,83,0,-40,0,4,125,120, negative,3,tst
74,-12,78,-13,-40,3,4,119,116, negative,3,tst
81,0,84,0,-14,4,4,100,96, negative,3,tst
80,0,84,-2,-42,0,4,128,124, negative,3,tst
80,0,84,0,-32,3,4,117,114, negative,3,tst
85,0,89,0,2,-8,4,86,82, negative,3,tst
102,0,102,-2,72,18,1,30,30, negative,3,tst
102,0,103,-1,72,20,1,31,30, negative,3,tst
85,0,88,7,0,0,3,88,84, negative,3,tst
77,6,81,5,-40,15,4,123,118, negative,3,tst
85,0,88,-6,6,3,3,83,80, negative,3,tst
101,2,102,0,72,16,1,29,28, negative,3,tst
102,2,102,0,70,0,1,33,32, negative,3,tst
104,1,106,1,70,0,1,36,34, negative,3,tst
107,4,108,8,72,1,1,36,34, negative,3,tst
79,0,83,0,-42,0,4,126,122, negative,3,tst
81,0,84,0,-12,10,3,97,94, negative,3,tst
78,0,81,-7,-40,0,4,123,120, negative,3,tst
82,-2,86,0,-4,-7,3,91,88, negative,3,tst
101,1,102,6,72,10,1,30,28, negative,3,tst
102,2,102,0,70,-5,1,33,32, negative,3,tst
102,0,103,2,70,-6,1,33,32, negative,3,tst
101,0,102,0,72,2,1,30,28, negative,3,tst
85,-6,89,0,8,0,4,81,78, negative,3,tst
108,-3,109,0,72,6,1,36,36, negative,3,tst
81,0,84,8,-12,23,4,97,94, negative,3,tst
82,-3,86,0,-2,4,4,88,84, negative,3,tst
85,0,88,0,0,28,3,88,84, negative,3,tst
79,5,83,0,-30,-4,4,114,110, negative,3,tst
50,24,77,0,-22,0,27,101,74, positive,3,tst
81,0,84,0,-20,15,4,105,102, negative,3,tst
85,0,88,0,0,-25,3,88,86, negative,3,tst
76,0,81,0,-42,-2,5,125,120, negative,3,tst
85,0,88,4,6,1,3,83,80, negative,3,tst
50,23,79,0,42,0,29,37,8, positive,3,tst
85,0,89,0,2,-9,4,86,82, negative,3,tst
79,-2,84,0,-40,19,4,125,120, negative,3,tst
83,-4,87,0,-4,0,4,92,88, negative,3,tst
84,1,88,5,0,0,3,88,84, negative,3,tst
82,-2,86,-7,-40,0,4,128,124, negative,3,tst
82,0,87,7,-40,6,5,128,124, negative,3,tst
85,0,88,-5,2,-11,3,86,82, negative,3,tst
84,-1,88,-3,-2,-10,3,90,88, negative,3,tst
104,-1,106,0,70,0,1,36,34, negative,3,tst
105,3,106,3,70,-27,1,36,36, negative,3,tst
102,0,103,0,72,13,1,31,30, negative,3,tst
83,0,86,-7,-2,24,3,88,86, negative,3,tst
79,1,83,0,-46,0,4,130,126, negative,3,tst
105,1,106,1,70,0,1,36,36, negative,3,tst
80,0,84,-3,-36,0,4,120,116, negative,3,tst
80,4,84,-7,-36,0,4,120,116, negative,3,tst
80,0,84,5,-20,1,4,105,100, negative,3,tst
83,-1,86,-1,-4,0,3,92,88, negative,3,tst
101,0,102,0,72,8,1,30,28, negative,3,tst
81,0,84,0,-18,-28,3,103,100, negative,3,tst
85,0,88,0,2,-22,3,86,82, negative,3,tst
72,24,82,0,-42,-2,10,126,116, positive,3,tst
104,0,105,-7,70,0,1,35,34, negative,3,tst
84,-3,87,0,0,0,3,87,84, negative,3,tst
85,0,88,0,2,8,3,86,82, negative,3,tst
78,0,81,0,-40,447,4,123,120, negative,3,tst
80,0,84,-3,-20,1,4,105,100, negative,3,tst
84,4,87,0,-2,0,3,90,86, negative,3,tst
103,0,104,8,70,0,1,35,34, negative,3,tst
102,0,103,0,72,16,1,31,30, negative,3,tst
83,0,86,2,-6,0,4,94,90, negative,3,tst
116,1294,106,-1,30,36,-10,75,84, negative,3,tst
76,-1,81,0,-42,-2,5,125,120, negative,3,tst
84,-1,88,1,-2,0,4,90,86, negative,3,tst
83,0,86,0,-2,17,3,89,86, negative,3,tst
81,2,84,0,-24,0,4,110,106, negative,3,tst
81,3,84,0,-14,-3,3,99,96, negative,3,tst
103,3,104,6,70,0,1,35,34, negative,3,tst
83,-5,86,-6,-4,0,3,92,88, negative,3,tst
81,0,84,0,-12,2,3,97,94, negative,3,tst
76,0,80,-5,-40,0,4,121,118, negative,3,tst
78,0,82,1,-42,0,4,126,122, negative,3,tst
102,-2,103,-6,72,17,1,31,30, negative,3,tst
84,0,88,-1,6,-4,4,83,78, negative,3,tst
79,-3,83,0,-30,0,4,114,110, negative,3,tst
103,-3,104,-2,70,-15,1,35,34, negative,3,tst
80,4,84,1,-40,7,4,125,122, negative,3,tst
83,0,86,0,-4,6,3,92,88, negative,3,tst
105,0,106,4,70,0,2,36,34, negative,3,tst
80,0,84,3,-38,-11,5,123,118, negative,3,tst
81,0,84,-1,-20,-20,4,105,102, negative,3,tst
81,0,86,8,-24,-2,4,112,108, negative,3,tst
82,-5,86,-2,-40,0,5,128,124, negative,3,tst
85,-1,89,0,2,-6,4,86,82, negative,3,tst
82,0,86,0,-12,-15,3,99,96, negative,3,tst
105,-2,106,-4,70,0,1,36,34, negative,3,tst
107,1,108,0,70,0,1,38,38, negative,3,tst
79,0,83,0,-42,-48,4,127,124, negative,3,tst
79,-1,84,0,-40,14,4,125,120, negative,3,tst
79,3,83,0,-46,0,4,130,126, negative,3,tst
83,0,87,0,-40,4,4,128,124, negative,3,tst
83,0,86,0,-4,22,3,92,88, negative,3,tst
78,0,82,-3,-46,0,4,128,124, negative,3,tst
80,1,84,4,-40,6,5,126,122, negative,3,tst
79,-5,83,0,-46,0,5,130,126, negative,3,tst
85,0,88,0,6,9,3,83,80, negative,3,tst
104,3,105,3,72,4,1,33,32, negative,3,tst
73,9,77,13,-42,-8,4,121,116, negative,3,tst
85,0,88,0,6,20,3,83,80, negative,3,tst
78,2,83,3,-40,16,4,124,120, negative,3,tst
84,3,88,0,6,0,4,83,80, negative,3,tst
79,4,83,0,-28,0,4,112,108, negative,3,tst
83,0,87,0,-40,6,4,128,124, negative,3,tst
82,0,86,0,-40,7,5,128,124, negative,3,tst
83,0,86,-3,-4,8,3,92,88, negative,3,tst
84,-4,88,0,6,0,4,83,80, negative,3,tst
83,0,87,7,-4,1,4,92,88, negative,3,tst
80,0,84,0,-24,0,4,110,106, negative,3,tst
81,0,85,4,-12,0,4,98,94, negative,3,tst
78,0,83,4,-46,0,4,129,124, negative,3,tst
82,1,86,0,-10,3,3,96,92, negative,3,tst
80,0,84,0,-40,23,4,125,122, negative,3,tst
101,0,102,1,72,19,1,30,28, negative,3,tst
105,4,106,3,70,0,1,36,36, negative,3,tst
85,1,88,2,-2,0,3,91,88, negative,3,tst
106,0,108,8,70,0,2,38,36, negative,3,tst
123,213,105,0,36,-2,-18,69,86, negative,3,tst
80,-2,84,0,-14,0,4,99,96, negative,3,tst
85,5,88,0,0,0,3,88,86, negative,3,tst
101,0,102,0,72,4,1,30,28, negative,3,tst
73,-17,77,-16,-40,2,4,119,114, negative,3,tst
55,0,29,-194,-22,0,-26,52,78, negative,3,tst
84,0,88,0,-2,-7,3,90,88, negative,3,tst
103,2,104,4,72,6,1,32,30, negative,3,tst
80,0,84,-4,-20,1,4,105,100, negative,3,tst
104,2,105,2,72,3,1,33,32, negative,3,tst
81,0,84,-7,-14,0,3,99,96, negative,3,tst
81,2,86,1,-40,6,4,127,122, negative,3,tst
81,3,85,0,-24,0,4,111,108, negative,3,tst
71,-5,75,-3,-42,-20,4,119,114, negative,3,tst
78,0,82,-3,-40,0,4,123,120, negative,3,tst
81,1,84,0,-14,-3,3,99,96, negative,3,tst
81,1,85,1,-24,0,4,111,106, negative,3,tst
84,5,88,0,0,0,3,88,84, negative,3,tst
104,1,106,9,72,2,2,33,32, negative,3,tst
76,0,81,0,-42,-5,5,125,120, negative,3,tst
85,0,88,0,0,-6,3,88,86, negative,3,tst
85,0,88,0,0,-17,3,88,86, negative,3,tst
104,3,106,5,70,0,1,36,34, negative,3,tst
83,0,86,0,-4,0,4,92,88, negative,3,tst
84,0,88,-1,-2,-11,3,90,88, negative,3,tst
82,0,85,0,-6,19,3,93,90, negative,3,tst
76,-1,81,0,-40,0,5,122,118, negative,3,tst
79,3,83,0,-42,0,4,127,122, negative,3,tst
82,0,85,0,-10,-6,3,95,92, negative,3,tst
71,-3,75,-2,-40,18,4,116,112, negative,3,tst
101,2,102,-5,72,0,1,29,28, negative,3,tst
79,1,83,8,-40,13,5,125,120, negative,3,tst
106,0,107,-7,72,0,1,35,34, negative,3,tst
86,7,89,0,8,0,3,81,78, negative,3,tst
104,3,105,0,72,4,1,33,32, negative,3,tst
79,0,84,0,-40,4,4,125,120, negative,3,tst
102,0,103,0,72,8,1,31,30, negative,3,tst
84,0,88,-2,6,-6,5,83,78, negative,3,tst
104,0,105,0,72,11,1,33,32, negative,3,tst
81,0,86,4,-24,-8,4,112,108, negative,3,tst
108,4,109,3,72,7,1,36,36, negative,3,tst
123,275,105,0,36,-2,-18,69,86, negative,3,tst
105,0,106,-5,70,0,1,36,36, negative,3,tst
81,-4,85,-8,-40,0,4,126,122, negative,3,tst
80,-4,84,-6,-42,17,5,128,124, negative,3,tst
80,0,84,0,-24,5,4,110,106, negative,3,tst
78,0,82,2,-40,0,4,123,120, negative,3,tst
85,-10,89,0,8,0,4,81,78, negative,3,tst
78,0,81,0,-40,1067,4,123,120, negative,3,tst
82,0,85,0,-6,28,3,93,90, negative,3,tst
86,5,89,0,2,0,3,86,84, negative,3,tst
83,0,86,0,-4,-1,4,92,88, negative,3,tst
85,0,89,0,6,28,4,84,80, negative,3,tst
101,0,102,0,72,9,1,29,28, negative,3,tst
84,-14,88,-7,8,0,5,81,76, negative,3,tst
73,-15,77,-18,-40,1,4,118,114, negative,3,tst
82,0,85,0,-12,0,3,98,94, negative,3,tst
81,-1,84,0,-14,0,4,100,96, negative,3,tst
81,0,84,1,-12,18,4,97,94, negative,3,tst
80,-1,84,-3,-38,-15,4,123,118, negative,3,tst
79,0,83,-1,-46,0,4,129,126, negative,3,tst
84,0,87,-7,0,2,3,87,84, negative,3,tst
82,1,86,2,-40,4,5,128,124, negative,3,tst
104,2,106,3,70,0,1,36,34, negative,3,tst
78,0,81,0,-40,0,4,123,120, negative,3,tst
86,3,89,0,8,0,3,81,78, negative,3,tst
76,-5,81,0,-40,18,5,122,116, negative,3,tst
82,0,86,0,-10,31,3,96,92, negative,3,tst
101,0,102,0,70,-18,1,32,32, negative,3,tst
85,-2,88,0,2,-22,3,86,82, negative,3,tst
81,0,84,0,-12,19,3,97,94, negative,3,tst
76,0,81,-4,-40,22,5,122,118, negative,3,tst
85,0,88,2,6,0,3,83,80, negative,3,tst
81,1,85,0,-40,10,4,126,122, negative,3,tst
120,4692,76,5,36,6,-43,40,84, negative,3,tst
104,0,104,-8,70,-9,1,35,34, negative,3,tst
82,0,85,0,-2,9,3,88,84, negative,3,tst
84,4,87,0,0,0,3,87,84, negative,3,tst
105,-1,108,0,70,0,3,38,36, negative,3,tst
106,-2,107,-7,70,0,1,37,36, negative,3,tst
80,5,84,0,-42,0,4,128,124, negative,3,tst
85,4,88,0,0,0,3,88,84, negative,3,tst
80,0,84,0,-36,-18,4,120,116, negative,3,tst
75,1,79,1,-42,0,4,123,120, negative,3,tst
80,-1,84,-6,-36,0,4,120,116, negative,3,tst
85,0,88,-1,6,29,3,83,80, negative,3,tst
104,-4,105,-2,70,0,1,35,34, negative,3,tst
78,2,83,2,-42,-18,4,126,122, negative,3,tst
81,0,84,0,-14,-12,4,100,96, negative,3,tst
101,-5,102,2,72,0,2,30,28, negative,3,tst
71,-8,75,-13,-40,3,4,116,112, negative,3,tst
76,0,81,0,-40,20,5,123,118, negative,3,tst
44,28,77,0,28,0,33,48,16, positive,3,tst
78,-5,83,0,-40,4,4,124,120, negative,3,tst
105,0,107,0,72,25,1,35,34, negative,3,tst
82,0,85,0,-6,20,3,93,90, negative,3,tst
83,0,86,-2,-4,0,3,92,88, negative,3,tst
80,1,84,-1,-36,3,4,121,116, negative,3,tst
82,4,86,0,-24,-19,4,112,108, negative,3,tst
85,0,88,-6,2,0,3,86,82, negative,3,tst
80,-2,84,-6,-42,-28,4,128,124, negative,3,tst
102,-2,103,0,70,-12,1,33,32, negative,3,tst
102,-2,103,-4,70,-17,1,33,32, negative,3,tst
82,0,86,0,-4,-12,3,91,88, negative,3,tst
107,-1,108,0,70,0,1,38,36, negative,3,tst
82,2,86,3,-40,6,5,128,124, negative,3,tst
81,0,85,-3,-24,0,4,111,108, negative,3,tst
82,0,85,0,-10,-4,3,95,92, negative,3,tst
105,6,106,7,72,7,1,34,32, negative,3,tst
86,4,89,0,2,-5,3,86,84, negative,3,tst
82,0,86,0,-40,4,5,128,124, negative,3,tst
79,0,83,0,-28,27,4,112,108, negative,3,tst
72,-11,76,-10,-40,10,4,117,114, negative,3,tst
84,0,87,0,0,0,3,87,84, negative,3,tst
106,-3,107,-5,72,0,1,35,34, negative,3,tst
106,0,107,-7,70,0,1,37,36, negative,3,tst
81,2,85,0,-42,-27,4,129,124, negative,3,tst
80,0,84,0,-36,0,4,121,116, negative,3,tst
80,-2,84,0,-14,-2,4,99,96, negative,3,tst
80,-1,84,0,-20,4,4,105,100, negative,3,tst
107,5,108,1,72,1,1,35,34, negative,3,tst
85,0,88,0,0,-12,3,88,86, negative,3,tst
85,0,88,-7,2,0,3,85,82, negative,3,tst
82,0,86,0,-2,12,3,88,84, negative,3,tst
102,0,103,0,70,-14,1,33,32, negative,3,tst
80,-1,84,-2,-40,9,4,126,122, negative,3,tst
104,4,106,8,72,5,1,33,32, negative,3,tst
81,1,84,0,-14,9,3,100,96, negative,3,tst
83,0,86,0,-4,-6,3,92,88, negative,3,tst
85,0,88,0,-2,-2,3,91,88, negative,3,tst
81,0,84,0,-20,-12,4,105,102, negative,3,tst
80,-1,84,-1,-40,7,4,126,122, negative,3,tst
76,0,81,8,-42,0,5,125,120, negative,3,tst
82,0,86,6,-6,3,4,94,90, negative,3,tst
102,1,104,1,70,0,1,34,32, negative,3,tst
78,4,81,0,-42,0,4,125,122, negative,3,tst
80,2,84,0,-28,0,4,112,108, negative,3,tst
103,-1,104,-1,70,0,1,35,34, negative,3,tst
82,-2,86,0,-10,1,4,96,92, negative,3,tst
85,0,88,-2,2,0,3,86,82, negative,3,tst
79,0,83,0,-38,24,4,122,118, negative,3,tst
104,2,105,-1,70,0,1,35,34, negative,3,tst
82,0,86,0,-12,-21,3,99,96, negative,3,tst
80,0,84,-4,-36,0,4,120,116, negative,3,tst
82,0,85,0,-10,-24,3,95,92, negative,3,tst
77,0,81,0,-40,19,4,123,118, negative,3,tst
85,-1,88,0,2,-10,3,86,82, negative,3,tst
81,4,84,0,-24,0,4,110,106, negative,3,tst
79,0,83,0,-42,31,4,127,122, negative,3,tst
79,0,84,0,-40,2,4,125,120, negative,3,tst
83,2,86,0,-2,0,3,88,86, negative,3,tst
85,0,89,7,2,-2,4,86,82, negative,3,tst
101,0,102,0,72,0,1,30,28, negative,3,tst
76,0,81,0,-40,0,4,122,118, negative,3,tst
85,0,88,-7,6,0,3,83,80, negative,3,tst
105,0,106,0,72,6,1,34,32, negative,3,tst
78,3,82,0,-46,0,4,128,124, negative,3,tst
81,0,84,0,-14,6,4,100,96, negative,3,tst
102,0,102,-3,72,22,1,30,30, negative,3,tst
105,3,107,7,70,0,1,37,36, negative,3,tst
84,0,88,0,-2,-12,3,90,88, negative,3,tst
106,5,107,2,72,1,1,35,34, negative,3,tst
104,0,105,0,70,0,1,35,34, negative,3,tst
80,0,84,0,-36,-5,4,120,116, negative,3,tst
79,0,83,0,-42,0,5,127,122, negative,3,tst
80,5,83,0,-28,0,3,112,108, negative,3,tst
82,2,86,0,-12,0,3,99,96, negative,3,tst
85,-5,88,0,2,13,3,86,82, negative,3,tst
84,-2,88,-6,-2,-11,3,90,88, negative,3,tst
82,0,86,0,-4,-23,3,91,88, negative,3,tst
102,1,104,7,70,-18,2,34,32, negative,3,tst
81,0,84,0,-20,23,4,105,102, negative,3,tst
82,4,86,0,-40,2,4,128,124, negative,3,tst
105,-3,107,-2,70,0,2,37,34, negative,3,tst
81,1,85,0,-40,8,4,126,122, negative,3,tst
78,-1,82,0,-42,0,4,126,122, negative,3,tst
107,1,108,2,72,5,1,36,34, negative,3,tst
108,0,108,-4,72,5,1,36,36, negative,3,tst
82,0,86,-1,-40,7,4,128,124, negative,3,tst
84,-5,87,0,0,0,3,87,84, negative,3,tst
104,-1,105,0,72,7,1,33,32, negative,3,tst
84,0,88,0,-2,-16,3,90,88, negative,3,tst
108,0,109,0,72,8,1,36,36, negative,3,tst
82,0,86,0,-4,-17,3,91,88, negative,3,tst
85,0,88,0,2,3,3,86,82, negative,3,tst
80,0,84,1,-20,0,4,105,100, negative,3,tst
79,0,84,6,-42,-16,4,128,124, negative,3,tst
81,1,84,0,-18,-26,3,103,100, negative,3,tst
84,-5,88,0,6,0,4,83,78, negative,3,tst
84,0,87,-3,0,0,3,87,84, negative,3,tst
81,0,84,0,-14,-28,3,100,96, negative,3,tst
79,0,83,-7,-32,-27,4,117,112, negative,3,tst
76,0,81,0,-42,0,4,125,120, negative,3,tst
81,0,84,0,-14,-12,3,99,96, negative,3,tst
40,28,77,0,-22,0,38,101,64, positive,3,tst
76,2,81,-7,-42,-2,5,125,120, negative,3,tst
81,0,84,0,-20,-14,4,105,102, negative,3,tst
82,0,86,0,-12,-5,3,99,96, negative,3,tst
86,4,89,0,8,8,3,81,78, negative,3,tst
81,0,85,0,-24,-4,4,111,108, negative,3,tst
104,-1,106,0,72,6,1,33,32, negative,3,tst
83,0,86,0,-4,31,3,92,88, negative,3,tst
81,0,85,8,-12,2,4,98,94, negative,3,tst
105,-1,107,0,72,0,1,35,34, negative,3,tst
102,0,102,-3,70,-12,1,33,32, negative,3,tst
85,0,88,0,2,26,3,86,82, negative,3,tst
76,-4,81,-3,-42,-1,5,125,120, negative,3,tst
