9, 93, 837, 10.333, 0.323, 0.888, 2.06, 270, 743, 131, negative
9, 43, 387, 4.778, 0.377, 0.922, 2.25, 146, 357, 65, negative
7, 9, 63, 1.286, 0.333, 0.492, 21.0, 21, 31, 1, negative
1, 152, 152, 152.0, 0.822, 1.0, 11.36, 125, 152, 11, positive
11, 49, 539, 4.455, 0.343, 0.666, 4.3, 185, 359, 43, negative
19, 462, 8778, 24.316, 0.523, 0.688, 16.88, 4591, 6035, 272, positive
10, 38, 380, 3.8, 0.434, 0.892, 2.89, 165, 339, 57, negative
9, 36, 324, 4.0, 0.552, 0.926, 3.51, 179, 300, 51, negative
1, 52, 52, 52.0, 0.981, 1.0, 51.0, 51, 52, 1, positive
9, 82, 738, 9.111, 0.379, 0.879, 2.35, 280, 649, 119, negative
10, 63, 630, 6.3, 0.294, 0.895, 2.2, 185, 564, 84, negative
8, 82, 656, 10.25, 0.288, 0.997, 1.99, 189, 654, 95, negative
11, 43, 473, 3.909, 0.334, 0.875, 2.47, 158, 414, 64, negative
1, 33, 33, 33.0, 1.0, 1.0, 33.0, 33, 33, 1, positive
9, 43, 387, 4.778, 0.509, 0.959, 3.58, 197, 371, 55, negative
9, 44, 396, 4.889, 0.467, 0.944, 3.14, 185, 374, 59, negative
1, 8, 8, 8.0, 0.875, 1.0, 7.0, 7, 8, 1, positive
9, 39, 351, 4.333, 0.293, 0.937, 2.06, 103, 329, 50, negative
10, 131, 1310, 13.1, 0.439, 0.845, 2.79, 575, 1107, 206, negative
8, 59, 472, 7.375, 0.322, 0.881, 2.41, 152, 416, 63, negative
12, 8, 96, 0.667, 0.792, 1.0, 15.2, 76, 96, 5, negative
311, 463, 143993, 1.489, 0.088, 0.16, 3.93, 12631, 23092, 3212, positive
34, 114, 3876, 3.353, 0.105, 0.301, 2.59, 406, 1166, 157, negative
12, 101, 1212, 8.417, 0.292, 0.792, 1.99, 354, 960, 178, negative
10, 98, 980, 9.8, 0.376, 0.861, 2.1, 368, 844, 175, negative
9, 33, 297, 3.667, 0.458, 0.983, 2.19, 136, 292, 62, negative
11, 92, 1012, 8.364, 0.361, 0.851, 2.3, 365, 861, 159, negative
9, 41, 369, 4.556, 0.444, 0.976, 2.88, 164, 360, 57, negative
7, 31, 217, 4.429, 0.295, 0.857, 1.64, 64, 186, 39, negative
7, 17, 119, 2.429, 0.387, 0.857, 2.71, 46, 102, 17, negative
8, 45, 360, 5.625, 0.206, 0.789, 1.8, 74, 284, 41, negative
9, 98, 882, 10.889, 0.491, 0.974, 2.78, 433, 859, 156, negative
9, 34, 306, 3.778, 0.412, 0.902, 1.91, 126, 276, 66, negative
10, 53, 530, 5.3, 0.343, 0.811, 2.0, 182, 430, 91, negative
9, 82, 738, 9.111, 0.408, 0.924, 2.39, 301, 682, 126, negative
10, 34, 340, 3.4, 0.388, 0.891, 2.1, 132, 303, 63, negative
10, 86, 860, 8.6, 0.326, 0.844, 1.85, 280, 726, 151, negative
9, 85, 765, 9.444, 0.395, 0.846, 2.32, 302, 647, 130, negative
24, 340, 8160, 14.167, 0.211, 0.468, 2.67, 1718, 3822, 643, negative
1, 28, 28, 28.0, 0.964, 1.0, 27.0, 27, 28, 1, positive
1, 35, 35, 35.0, 0.829, 1.0, 9.67, 29, 35, 3, positive
7, 7, 49, 1.0, 0.327, 0.898, 2.29, 16, 44, 7, negative
6, 11, 66, 1.833, 0.197, 0.848, 1.3, 13, 56, 10, negative
1, 14, 14, 14.0, 0.571, 1.0, 2.0, 8, 14, 4, positive
8, 14, 112, 1.75, 0.143, 1.0, 2.67, 16, 112, 6, negative
11, 75, 825, 6.818, 0.27, 0.679, 2.08, 223, 560, 107, negative
10, 63, 630, 6.3, 0.251, 0.898, 1.84, 158, 566, 86, negative
9, 10, 90, 1.111, 0.144, 0.522, 6.5, 13, 47, 2, positive
12, 26, 312, 2.167, 0.276, 0.83, 2.21, 86, 259, 39, negative
12, 117, 1404, 9.75, 0.251, 0.635, 1.86, 353, 891, 190, negative
8, 71, 568, 8.875, 0.329, 0.776, 1.83, 187, 441, 102, negative
8, 48, 384, 6.0, 0.328, 0.885, 2.0, 126, 340, 63, negative
9, 130, 1170, 14.444, 0.448, 0.877, 2.63, 524, 1026, 199, negative
3, 14, 42, 4.667, 0.381, 0.881, 3.2, 16, 37, 5, negative
14, 38, 532, 2.714, 0.244, 0.489, 2.95, 130, 260, 44, negative
11, 8, 88, 0.727, 0.545, 1.0, 3.2, 48, 88, 15, negative
9, 37, 333, 4.111, 0.396, 0.85, 2.03, 132, 283, 65, negative
9, 91, 819, 10.111, 0.302, 0.956, 1.98, 247, 783, 125, negative
10, 80, 800, 8.0, 0.279, 0.8, 1.92, 223, 640, 116, negative
11, 101, 1111, 9.182, 0.264, 0.852, 1.65, 293, 947, 178, negative
9, 84, 756, 9.333, 0.25, 0.955, 1.83, 189, 722, 103, negative
9, 52, 468, 5.778, 0.37, 0.996, 1.71, 173, 466, 101, negative
10, 46, 460, 4.6, 0.363, 0.843, 2.01, 167, 388, 83, negative
9, 75, 675, 8.333, 0.373, 0.913, 2.23, 252, 616, 113, negative
76, 1, 76, 0.013, 1.0, 1.0, 76.0, 76, 76, 1, positive
10, 101, 1010, 10.1, 0.45, 0.869, 2.95, 455, 878, 154, negative
12, 118, 1416, 9.833, 0.266, 0.734, 1.99, 377, 1039, 189, negative
9, 85, 765, 9.444, 0.308, 0.744, 1.95, 236, 569, 121, negative
9, 43, 387, 4.778, 0.47, 0.948, 3.31, 182, 367, 55, negative
9, 40, 360, 4.444, 0.386, 0.889, 2.44, 139, 320, 57, negative
1, 37, 37, 37.0, 0.811, 1.0, 6.0, 30, 37, 5, positive
2, 176, 352, 88.0, 0.528, 0.605, 31.0, 186, 213, 6, positive
9, 130, 1170, 14.444, 0.513, 0.925, 2.86, 600, 1082, 210, negative
5, 23, 115, 4.6, 0.226, 1.0, 1.63, 26, 115, 16, negative
7, 123, 861, 17.571, 0.265, 0.626, 1.66, 228, 539, 137, negative
12, 8, 96, 0.667, 0.438, 0.51, 42.0, 42, 49, 1, negative
11, 8, 88, 0.727, 0.716, 1.0, 7.88, 63, 88, 8, negative
1, 29, 29, 29.0, 1.0, 1.0, 29.0, 29, 29, 1, positive
9, 21, 189, 2.333, 0.497, 0.958, 3.62, 94, 181, 26, negative
9, 99, 891, 11.0, 0.288, 0.801, 1.95, 257, 714, 132, negative
9, 12, 108, 1.333, 0.38, 1.0, 1.46, 41, 108, 28, negative
12, 73, 876, 6.083, 0.259, 0.743, 2.1, 227, 651, 108, negative
2, 204, 408, 102.0, 0.412, 0.681, 10.5, 168, 278, 16, positive
10, 29, 290, 2.9, 0.221, 0.572, 3.56, 64, 166, 18, negative
9, 65, 585, 7.222, 0.463, 0.901, 2.66, 271, 527, 102, negative
10, 100, 1000, 10.0, 0.444, 0.924, 2.64, 444, 924, 168, negative
12, 118, 1416, 9.833, 0.255, 0.7, 2.06, 361, 991, 175, negative
9, 43, 387, 4.778, 0.481, 0.953, 3.15, 186, 369, 59, negative
9, 45, 405, 5.0, 0.319, 0.923, 2.11, 129, 374, 61, negative
6, 142, 852, 23.667, 0.115, 0.173, 6.53, 98, 147, 15, positive
261, 30, 7830, 0.115, 0.063, 0.09, 2.4, 492, 701, 205, positive
8, 23, 184, 2.875, 0.255, 1.0, 2.14, 47, 184, 22, negative
7, 14, 98, 2.0, 0.327, 0.99, 2.67, 32, 97, 12, negative
10, 7, 70, 0.7, 0.429, 0.429, 30.0, 30, 30, 1, negative
10, 8, 80, 0.8, 0.6, 1.0, 6.0, 48, 80, 8, negative
10, 9, 90, 0.9, 0.522, 0.656, 9.4, 47, 59, 5, negative
9, 36, 324, 4.0, 0.491, 0.84, 3.31, 159, 272, 48, negative
9, 21, 189, 2.333, 0.365, 0.82, 2.88, 69, 155, 24, negative
9, 80, 720, 8.889, 0.333, 0.914, 2.09, 240, 658, 115, negative
9, 50, 450, 5.556, 0.32, 0.716, 2.67, 144, 322, 54, negative
8, 83, 664, 10.375, 0.398, 0.94, 2.15, 264, 624, 123, negative
11, 101, 1111, 9.182, 0.253, 0.77, 1.71, 281, 856, 164, negative
9, 83, 747, 9.222, 0.293, 0.751, 2.28, 219, 561, 96, negative
11, 43, 473, 3.909, 0.281, 0.774, 2.18, 133, 366, 61, negative
10, 64, 640, 6.4, 0.439, 0.889, 2.58, 281, 569, 109, negative
9, 36, 324, 4.0, 0.531, 0.938, 2.82, 172, 304, 61, negative
38, 70, 2660, 1.842, 0.059, 0.062, 19.63, 157, 165, 8, positive
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
12, 230, 2760, 19.167, 0.164, 0.57, 3.48, 453, 1572, 130, negative
8, 71, 568, 8.875, 0.312, 0.866, 1.86, 177, 492, 95, negative
13, 85, 1105, 6.538, 0.327, 0.633, 2.76, 361, 700, 131, negative
13, 440, 5720, 33.846, 0.255, 0.696, 2.18, 1459, 3983, 669, negative
17, 1, 17, 0.059, 1.0, 1.0, 17.0, 17, 17, 1, positive
37, 72, 2664, 1.946, 0.12, 0.257, 7.64, 321, 685, 42, positive
7, 116, 812, 16.571, 0.262, 0.788, 1.84, 213, 640, 116, negative
7, 46, 322, 6.571, 0.304, 0.963, 2.58, 98, 310, 38, negative
9, 59, 531, 6.556, 0.492, 0.861, 3.22, 261, 457, 81, negative
28, 137, 3836, 4.893, 0.265, 0.564, 5.05, 1016, 2163, 201, negative
12, 103, 1236, 8.583, 0.353, 0.724, 2.55, 436, 895, 171, negative
49, 79, 3871, 1.612, 0.084, 0.179, 7.36, 324, 694, 44, positive
5, 39, 195, 7.8, 0.344, 0.728, 2.09, 67, 142, 32, negative
7, 28, 196, 4.0, 0.337, 0.99, 2.13, 66, 194, 31, negative
7, 175, 1225, 25.0, 0.337, 0.991, 1.87, 413, 1214, 221, negative
15, 136, 2040, 9.067, 0.24, 0.748, 2.81, 489, 1526, 174, negative
7, 181, 1267, 25.857, 0.316, 0.758, 1.65, 400, 961, 242, negative
6, 100, 600, 16.667, 0.345, 0.795, 1.68, 207, 477, 123, negative
6, 43, 258, 7.167, 0.337, 0.969, 1.67, 87, 250, 52, negative
10, 35, 350, 3.5, 0.337, 0.714, 1.87, 118, 250, 63, negative
12, 80, 960, 6.667, 0.324, 0.673, 2.45, 311, 646, 127, negative
14, 418, 5852, 29.857, 0.261, 0.619, 2.16, 1525, 3625, 707, negative
39, 70, 2730, 1.795, 0.09, 0.255, 7.0, 245, 697, 35, positive
5, 115, 575, 23.0, 0.417, 0.92, 2.03, 240, 529, 118, negative
7, 27, 189, 3.857, 0.344, 1.0, 1.97, 65, 189, 33, negative
11, 29, 319, 2.636, 0.408, 0.765, 3.1, 130, 244, 42, negative
14, 234, 3276, 16.714, 0.383, 0.634, 4.2, 1256, 2077, 299, negative
13, 147, 1911, 11.308, 0.358, 0.703, 3.6, 684, 1343, 190, negative
9, 9, 81, 1.0, 0.63, 0.802, 5.1, 51, 65, 10, negative
10, 90, 900, 9.0, 0.501, 0.868, 3.92, 451, 781, 115, negative
12, 410, 4920, 34.167, 0.333, 0.661, 2.69, 1636, 3254, 608, negative
13, 291, 3783, 22.385, 0.285, 0.627, 2.68, 1080, 2371, 403, negative
10, 33, 330, 3.3, 0.327, 0.742, 2.35, 108, 245, 46, negative
8, 183, 1464, 22.875, 0.288, 0.664, 2.08, 421, 972, 202, negative
11, 337, 3707, 30.636, 0.175, 0.637, 2.2, 650, 2361, 296, negative
3, 304, 912, 101.33, 0.555, 0.686, 42.17, 506, 626, 12, positive
8, 69, 552, 8.625, 0.415, 0.984, 2.16, 229, 543, 106, negative
8, 132, 1056, 16.5, 0.311, 0.873, 2.01, 328, 922, 163, negative
6, 101, 606, 16.833, 0.411, 0.876, 1.93, 249, 531, 129, negative
6, 50, 300, 8.333, 0.327, 0.687, 2.0, 98, 206, 49, negative
6, 46, 276, 7.667, 0.315, 0.75, 2.12, 87, 207, 41, negative
6, 29, 174, 4.833, 0.356, 0.684, 1.88, 62, 119, 33, negative
12, 498, 5976, 41.5, 0.307, 0.639, 2.44, 1833, 3818, 752, negative
153, 442, 67626, 2.889, 0.114, 0.215, 6.27, 7689, 14538, 1227, positive
9, 13, 117, 1.444, 0.564, 0.863, 3.88, 66, 101, 17, negative
11, 37, 407, 3.364, 0.371, 0.899, 2.01, 151, 366, 75, negative
10, 54, 540, 5.4, 0.378, 0.622, 3.14, 204, 336, 65, negative
12, 500, 6000, 41.667, 0.264, 0.595, 2.45, 1584, 3568, 646, negative
9, 108, 972, 12.0, 0.376, 0.815, 2.35, 365, 792, 155, negative
6, 184, 1104, 30.667, 0.323, 0.752, 1.99, 357, 830, 179, negative
7, 63, 441, 9.0, 0.333, 0.971, 1.99, 147, 428, 74, negative
5, 43, 215, 8.6, 0.265, 0.786, 1.33, 57, 169, 43, negative
5, 28, 140, 5.6, 0.329, 0.871, 1.77, 46, 122, 26, negative
10, 35, 350, 3.5, 0.331, 0.686, 1.93, 116, 240, 60, negative
9, 60, 540, 6.667, 0.413, 0.822, 2.75, 223, 444, 81, negative
5, 333, 1665, 66.6, 0.374, 0.413, 36.65, 623, 688, 17, positive
7, 100, 700, 14.286, 0.294, 0.633, 1.67, 206, 443, 123, negative
9, 40, 360, 4.444, 0.494, 0.925, 2.92, 178, 333, 61, negative
10, 249, 2490, 24.9, 0.462, 0.842, 3.53, 1151, 2097, 326, negative
12, 232, 2784, 19.333, 0.316, 0.703, 2.34, 879, 1957, 375, negative
2, 6, 12, 3.0, 0.667, 1.0, 4.0, 8, 12, 2, positive
5, 38, 190, 7.6, 0.316, 0.695, 2.07, 60, 132, 29, negative
6, 89, 534, 14.833, 0.298, 0.758, 1.61, 159, 405, 99, negative
3, 27, 81, 9.0, 0.481, 0.926, 1.77, 39, 75, 22, negative
7, 17, 119, 2.429, 0.555, 0.933, 2.64, 66, 111, 25, negative
22, 71, 1562, 3.227, 0.499, 0.836, 10.99, 780, 1306, 71, negative
8, 192, 1536, 24.0, 0.316, 0.746, 1.74, 485, 1146, 279, negative
10, 121, 1210, 12.1, 0.415, 0.879, 2.61, 502, 1063, 192, negative
9, 71, 639, 7.889, 0.352, 0.897, 1.97, 225, 573, 114, negative
9, 71, 639, 7.889, 0.294, 0.762, 2.16, 188, 487, 87, negative
10, 413, 4130, 41.3, 0.315, 0.731, 2.47, 1302, 3018, 527, negative
12, 118, 1416, 9.833, 0.35, 0.778, 2.98, 495, 1102, 166, negative
10, 98, 980, 9.8, 0.392, 0.849, 2.49, 384, 832, 154, negative
24, 96, 2304, 4.0, 0.208, 0.504, 3.18, 480, 1161, 151, negative
18, 64, 1152, 3.556, 0.261, 0.705, 3.24, 301, 812, 93, negative
9, 77, 693, 8.556, 0.251, 0.56, 1.87, 174, 388, 93, negative
9, 21, 189, 2.333, 0.302, 0.614, 1.9, 57, 116, 30, negative
10, 197, 1970, 19.7, 0.245, 0.751, 1.87, 482, 1479, 258, negative
7, 41, 287, 5.857, 0.425, 0.993, 1.97, 122, 285, 62, negative
8, 35, 280, 4.375, 0.321, 0.775, 1.76, 90, 217, 51, negative
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, positive
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, positive
8, 7, 56, 0.875, 0.304, 0.946, 1.55, 17, 53, 11, negative
8, 11, 88, 1.375, 0.318, 0.864, 1.33, 28, 76, 21, negative
8, 272, 2176, 34.0, 0.186, 0.539, 1.35, 404, 1172, 299, negative
10, 272, 2720, 27.2, 0.187, 0.649, 1.38, 508, 1765, 368, negative
10, 271, 2710, 27.1, 0.199, 0.717, 1.42, 540, 1942, 381, negative
10, 272, 2720, 27.2, 0.211, 0.772, 1.43, 573, 2101, 401, negative
7, 10, 70, 1.429, 0.286, 0.886, 1.82, 20, 62, 11, negative
4, 9, 36, 2.25, 0.417, 1.0, 1.67, 15, 36, 9, negative
7, 11, 77, 1.571, 0.351, 0.87, 1.8, 27, 67, 15, negative
10, 236, 2360, 23.6, 0.183, 0.572, 1.31, 432, 1349, 330, negative
7, 38, 266, 5.429, 0.308, 0.789, 1.55, 82, 210, 53, negative
8, 245, 1960, 30.625, 0.198, 0.555, 1.36, 389, 1088, 286, negative
7, 23, 161, 3.286, 0.373, 0.851, 1.71, 60, 137, 35, negative
8, 71, 568, 8.875, 0.238, 0.701, 1.47, 135, 398, 92, negative
7, 7, 49, 1.0, 0.429, 1.0, 1.91, 21, 49, 11, negative
10, 234, 2340, 23.4, 0.188, 0.614, 1.38, 441, 1437, 319, negative
10, 197, 1970, 19.7, 0.144, 0.589, 1.25, 284, 1160, 228, negative
10, 271, 2710, 27.1, 0.193, 0.693, 1.37, 522, 1878, 380, negative
8, 88, 704, 11.0, 0.195, 0.756, 1.49, 137, 532, 92, negative
7, 11, 77, 1.571, 0.351, 0.87, 1.5, 27, 67, 18, negative
7, 21, 147, 3.0, 0.313, 0.966, 1.48, 46, 142, 31, negative
9, 238, 2142, 26.444, 0.168, 0.614, 1.26, 359, 1316, 285, negative
8, 26, 208, 3.25, 0.264, 0.62, 1.45, 55, 129, 38, negative
6, 20, 120, 3.333, 0.175, 0.792, 1.5, 21, 95, 14, negative
8, 126, 1008, 15.75, 0.188, 0.685, 1.27, 189, 690, 149, negative
9, 81, 729, 9.0, 0.187, 0.542, 1.49, 136, 395, 91, negative
5, 53, 265, 10.6, 0.223, 0.611, 1.28, 59, 162, 46, negative
7, 8, 56, 1.143, 0.357, 1.0, 2.86, 20, 56, 7, negative
5, 4, 20, 0.8, 0.35, 0.85, 1.75, 7, 17, 4, negative
1, 114, 114, 114.0, 0.939, 1.0, 21.4, 107, 114, 5, positive
1, 41, 41, 41.0, 0.927, 1.0, 12.67, 38, 41, 3, positive
6, 49, 294, 8.167, 0.241, 0.633, 1.42, 71, 186, 50, negative
6, 19, 114, 3.167, 0.254, 0.956, 1.16, 29, 109, 25, negative
1, 106, 106, 106.0, 0.858, 1.0, 15.17, 91, 106, 6, positive
8, 11, 88, 1.375, 0.159, 0.477, 1.75, 14, 42, 8, negative
6, 13, 78, 2.167, 0.295, 0.897, 1.64, 23, 70, 14, negative
7, 41, 287, 5.857, 0.22, 0.756, 1.47, 63, 217, 43, negative
6, 40, 240, 6.667, 0.313, 0.996, 1.27, 75, 239, 59, negative
1, 12, 12, 12.0, 0.583, 1.0, 1.75, 7, 12, 4, negative
7, 37, 259, 5.286, 0.301, 0.691, 1.81, 78, 179, 43, negative
5, 13, 65, 2.6, 0.415, 0.938, 1.69, 27, 61, 16, negative
6, 17, 102, 2.833, 0.255, 0.745, 1.18, 26, 76, 22, negative
7, 41, 287, 5.857, 0.226, 0.784, 1.48, 65, 225, 44, negative
9, 15, 135, 1.667, 0.178, 0.556, 1.6, 24, 75, 15, negative
7, 16, 112, 2.286, 0.25, 0.527, 2.0, 28, 59, 14, negative
3, 9, 27, 3.0, 0.296, 1.0, 1.33, 8, 27, 6, negative
8, 30, 240, 3.75, 0.233, 0.833, 1.24, 56, 200, 45, negative
5, 17, 85, 3.4, 0.4, 0.965, 1.31, 34, 82, 26, negative
5, 3, 15, 0.6, 0.6, 1.0, 4.5, 9, 15, 2, negative
9, 19, 171, 2.111, 0.269, 0.643, 1.35, 46, 110, 34, negative
7, 18, 126, 2.571, 0.27, 0.714, 1.36, 34, 90, 25, negative
5, 11, 55, 2.2, 0.345, 0.873, 1.46, 19, 48, 13, negative
7, 29, 203, 4.143, 0.286, 0.67, 1.71, 58, 136, 34, negative
9, 21, 189, 2.333, 0.243, 0.757, 1.31, 46, 143, 35, negative
7, 33, 231, 4.714, 0.299, 0.848, 1.44, 69, 196, 48, negative
9, 220, 1980, 24.444, 0.23, 0.758, 1.44, 456, 1501, 316, negative
9, 251, 2259, 27.889, 0.187, 0.672, 1.33, 423, 1517, 317, negative
9, 49, 441, 5.444, 0.265, 0.744, 1.6, 117, 328, 73, negative
8, 63, 504, 7.875, 0.256, 0.694, 1.52, 129, 350, 85, negative
9, 5, 45, 0.556, 0.244, 0.867, 2.2, 11, 39, 5, negative
9, 135, 1215, 15.0, 0.249, 0.626, 1.56, 302, 761, 193, negative
7, 41, 287, 5.857, 0.345, 0.777, 1.55, 99, 223, 64, negative
7, 46, 322, 6.571, 0.354, 1.0, 1.46, 114, 322, 78, negative
7, 20, 140, 2.857, 0.35, 0.757, 1.58, 49, 106, 31, negative
7, 5, 35, 0.714, 0.257, 0.571, 2.25, 9, 20, 4, negative
9, 56, 504, 6.222, 0.196, 0.617, 1.24, 99, 311, 80, negative
7, 33, 231, 4.714, 0.342, 0.848, 1.98, 79, 196, 40, negative
7, 49, 343, 7.0, 0.3, 0.72, 1.34, 103, 247, 77, negative
9, 49, 441, 5.444, 0.272, 0.791, 1.38, 120, 349, 87, negative
8, 11, 88, 1.375, 0.25, 0.83, 1.29, 22, 73, 17, negative
7, 36, 252, 5.143, 0.365, 0.96, 1.67, 92, 242, 55, negative
7, 9, 63, 1.286, 0.381, 0.952, 1.85, 24, 60, 13, negative
5, 5, 25, 1.0, 0.52, 1.0, 2.17, 13, 25, 6, negative
7, 19, 133, 2.714, 0.361, 0.917, 1.5, 48, 122, 32, negative
8, 23, 184, 2.875, 0.239, 0.554, 1.76, 44, 102, 25, negative
6, 33, 198, 5.5, 0.268, 0.848, 1.39, 53, 168, 38, negative
5, 5, 25, 1.0, 0.36, 1.0, 1.29, 9, 25, 7, negative
7, 42, 294, 6.0, 0.333, 0.844, 1.46, 98, 248, 67, negative
7, 46, 322, 6.571, 0.304, 0.745, 1.53, 98, 240, 64, negative
9, 58, 522, 6.444, 0.203, 0.531, 1.34, 106, 277, 79, negative
9, 8, 72, 0.889, 0.222, 0.736, 1.78, 16, 53, 9, negative
9, 22, 198, 2.444, 0.227, 0.934, 1.61, 45, 185, 28, negative
7, 32, 224, 4.571, 0.232, 0.804, 1.3, 52, 180, 40, negative
9, 19, 171, 2.111, 0.222, 0.673, 1.31, 38, 115, 29, negative
