CART,KNN,NB,LDA,RSM,ADA,RF
0.631954338776912,0.64080136441775,0.656904783291921,0.680248064082519,0.676346646827494,0.700162293117098,0.707472765759398
0.506421976290823,0.532476274303889,0.496553145963379,0.548101587307078,0.297379620569876,0.576305128983674,0.58605939079417
0.641082831986387,0.668503519565298,0.677534497298812,0.731765834623816,0.73309509673659,0.739508400241197,0.746012926877092
0.583004370264558,0.599106367083419,0.638945315313606,0.663885390299715,0.668851630651732,0.680282413734719,0.683336981513795
0.800258428613487,0.845204017272908,0.481850908305473,0.877032658617444,0.831396716360253,0.876726197819564,0.877183953223688
0.637628201641622,0.694174827797842,0.515039747905447,0.728967142129959,0.384087483336233,0.743410209655724,0.744397774520496
0.603018188606629,0.619666862489239,0.647597692817311,0.675515560817411,0.68143201665995,0.696304002353452,0.703993312012543
0.552015275014122,0.596754150135711,0.508764333063144,0.620280395300994,0.286999727443889,0.656884904115948,0.653730584827142
0.602161904154439,0.604398813801846,0.59340824553005,0.617548378355313,0.535178286738711,0.658561723254151,0.658944864365663
0.630413792010925,0.648592319286239,0.640480573809704,0.726534774549207,0.737849527329793,0.739338278130116,0.743571518068268
0.652497482841063,0.683250260823002,0.677015455289738,0.750729696962124,0.753501907375319,0.759667830641148,0.759005345835068
0.802131705275139,0.859344867365137,0.567062600292327,0.87593628761904,0.756435001877551,0.880201563623208,0.880354027763653
0.582197639097371,0.588882345785532,0.632497236984465,0.641163472392446,0.644801076840736,0.664425722671786,0.67685763048718
0.726003447728048,0.77203667540562,0.711081813691597,0.817236602747342,0.82269255964478,0.822999478129069,0.821607910754214
0.641089017157721,0.663051677556003,0.672281877526106,0.72173958963508,0.723901079098461,0.731337458789979,0.737887797023358
0.709315389178726,0.745978554667067,0.714450191423131,0.795503572924288,0.797083625720208,0.80263955681361,0.802146662645633
0.878860390242372,0.919983511132176,0.786721332390162,0.928431312305544,0.929467383039532,0.927987062196494,0.929614941879066
0.66365619494145,0.72039053746667,0.52073270402853,0.754957764220747,0.511686278039943,0.766424399720483,0.76431808548771
0.491766525755602,0.479759339304532,0.477665020553651,0.538733140824862,0.451607514352009,0.556597896859182,0.571201569286734
0.866792116898587,0.910450277584879,0.783877387055569,0.921017977493677,0.922799152318204,0.922355642179522,0.923095353276282
