@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN1_arff/abalone-19_vs_10-11-12-13/KBN1abalone-19_vs_10-11-12-13-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute Class {' negative'}
@data
183,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
184,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
185,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
186,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,' negativ
187,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
188,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
189,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,' negativ
190,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
191,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
192,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
193,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
194,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
195,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
196,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,' negativ
197,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
198,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
199,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,' negativ
200,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
201,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
202,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
203,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
204,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
205,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
206,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
207,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
208,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,' negativ
209,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
211,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
212,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
213,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
214,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
216,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
217,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
218,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
219,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,' negativ
220,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
221,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
223,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
224,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
225,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,' negativ
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
228,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
230,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,' negativ
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
232,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
233,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
236,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
238,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
239,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
240,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
241,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
242,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,' negativ
243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
244,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
248,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,' negativ
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
250,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
251,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,' negativ
252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
253,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
254,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
255,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
256,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
257,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
258,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
259,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
260,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
261,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
262,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
263,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
264,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
265,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
266,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
267,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
268,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
269,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
270,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
271,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
272,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
273,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,' negativ
274,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
275,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
276,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,' negativ
277,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
278,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
279,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
280,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
281,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
282,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
283,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
284,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
285,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
286,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
287,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,' negativ
288,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
289,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
290,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
291,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
292,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
293,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,' negativ
294,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
295,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
296,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
297,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
298,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
299,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,' negativ
300,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
301,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
302,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,' negativ
303,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
304,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,' negativ
305,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,' negativ
306,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
307,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,' negativ
308,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,' negativ
309,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
310,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
311,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,' negativ
312,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
313,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,' negativ
314,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,' negativ
315,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
316,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
317,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
318,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negativ
319,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,' negativ
320,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,' negativ
321,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
322,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
323,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
324,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
325,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
326,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,' negativ
327,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
328,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,' negativ
329,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
330,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,' negativ
331,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,' negativ
332,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
336,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
337,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
339,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
342,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
343,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,' negativ
344,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
346,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
347,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
