File,Pattern,Score
descripcion_isMantenimiento.txt,Contratacion_isServicios = '1' AND Descripcion_isMateri = '0' AND Descripcion_isSuministro = '0',0.34
descripcion_isMantenimiento.txt,Descripcion_isPrograma = '0' AND Contratacion_isServicios = '1' AND Descripcion_isMateri = '0',0.34
descripcion_isMantenimiento.txt,Procedimiento_isNacional = '1' AND Descripcion_isMateri = '0' AND Contratacion_isServicios = '1',0.34
descripcion_isMantenimiento.txt,Plantilla_isLicitacion = '0' AND Contratacion_isAdquisiciones = '0' AND Descripcion_isSuministro = '0',0.33
descripcion_isMantenimiento.txt,Contratacion_isAdquisiciones = '0' AND Descripcion_isMateri = '0' AND Plantilla_isLicitacion = '0',0.32
descripcion_isMantenimiento.txt,Plantilla_isLicitacion = '0' AND Contratacion_isAdquisiciones = '0' AND Descripcion_isMateri = '0',0.32
descripcion_isMantenimiento.txt,Contratacion_isAdquisiciones = '0' AND Plantilla_isLicitacion = '0' AND Descripcion_isMateri = '0',0.32
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Plantilla_isLicitacion = '0' AND Contratacion_isObraPublica = '0',0.34
isCDMX.txt,Plantilla_isAdjudicacion = '1' AND Procedimiento_isIntTLC = '0' AND Contratacion_isServicios = '1',0.34
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Plantilla_isAdjudicacion = '1' AND Contratacion_isObraPublica = '0',0.34
isCDMX.txt,Contratacion_isObraPublica = '0' AND Contratacion_isServicios = '1' AND Plantilla_isAdjudicacion = '1',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Procedimiento_isIntTLC = '0' AND Plantilla_isAdjudicacion = '1',0.34
isCDMX.txt,Contratacion_isObraPublica = '0' AND Contratacion_isServicios = '1' AND Plantilla_isInvitacion = '0',0.34
isCDMX.txt,Plantilla_isAdjudicacion = '1' AND Contratacion_isServicios = '1' AND Procedimiento_isNacional = '1',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Plantilla_isLicitacion = '0' AND Plantilla_isInvitacion = '0',0.34
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Contratacion_isObraPublica = '0' AND Plantilla_isAdjudicacion = '1',0.34
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Contratacion_isServicios = '1' AND Plantilla_isInvitacion = '0',0.34
isCDMX.txt,Plantilla_isAdjudicacion = '1' AND Contratacion_isServicios = '1' AND Procedimiento_isIntTLC = '0',0.34
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Plantilla_isAdjudicacion = '1' AND Contratacion_isServicios = '1',0.34
isCDMX.txt,Contratacion_isObraPublica = '0' AND Contratacion_isServicios = '1' AND Plantilla_isLicitacion = '0',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Plantilla_isLicitacion = '0' AND Plantilla_isAdjudicacion = '1',0.34
isCDMX.txt,Contratacion_isObraPublica = '0' AND Contratacion_isServicios = '1' AND Procedimiento_isNacional = '1',0.34
isCDMX.txt,Contratacion_isObraPublica = '0' AND Contratacion_isAdquisiciones = '0' AND Plantilla_isLicitacion = '0',0.34
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Plantilla_isLicitacion = '0' AND Contratacion_isServicios = '1',0.34
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Contratacion_isServicios = '1' AND Plantilla_isAdjudicacion = '1',0.34
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Plantilla_isInvitacion = '0' AND Contratacion_isServicios = '1',0.34
isCDMX.txt,Plantilla_isInvitacion = '0' AND Contratacion_isServicios = '1' AND Plantilla_isLicitacion = '0',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Plantilla_isInvitacion = '0' AND Procedimiento_isNacional = '1',0.34
isCDMX.txt,Contratacion_isObraPublica = '0' AND Contratacion_isAdquisiciones = '0' AND Plantilla_isAdjudicacion = '1',0.34
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Contratacion_isObraPublica = '0' AND Plantilla_isLicitacion = '0',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Plantilla_isAdjudicacion = '1' AND Procedimiento_isNacional = '1',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Procedimiento_isNacional = '1' AND Plantilla_isAdjudicacion = '1',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Plantilla_isAdjudicacion = '1' AND Procedimiento_isIntTLC = '0',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Plantilla_isInvitacion = '0' AND Plantilla_isLicitacion = '0',0.34
isCDMX.txt,Contratacion_isServicios = '1' AND Plantilla_isLicitacion = '0' AND Procedimiento_isNacional = '1',0.33
isCDMX.txt,Contratacion_isAdquisiciones = '0' AND Plantilla_isInvitacion = '0' AND Contratacion_isObraPublica = '0',0.33
isCDMX.txt,Contratacion_isObraPublica = '0' AND Contratacion_isAdquisiciones = '0' AND Plantilla_isInvitacion = '0',0.33
isNacional_100T30Obj.txt,contratacion_isadquisiciones = '0' AND plantilla_isadjudicacion = '1',0.41
isNacional_100T30Obj.txt,contratacion_isadquisiciones = '0' AND plantilla_isadjudicacion = '1' AND contratacion_isobrapublica = '0',0.38
isNacional_100T30Obj2.txt,contratacion_isadquisiciones = '0' AND plantilla_isinvitacion = '0' AND plantilla_isadjudicacion = '1',0.41
isNacional_100T30Obj2.txt,plantilla_isinvitacion = '0' AND contratacion_isadquisiciones = '0' AND plantilla_isadjudicacion = '1',0.41
isNacional_100T30Obj2.txt,contratacion_isadquisiciones = '0' AND plantilla_islicitacion = '0' AND plantilla_isadjudicacion = '1',0.41
isNacional_100T30Obj2.txt,plantilla_islicitacion = '0' AND contratacion_isadquisiciones = '0' AND plantilla_isadjudicacion = '1',0.41
isNacional_100T30Obj2.txt,plantilla_islicitacion = '0' AND contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '0',0.41
isNacional_100T30Obj2.txt,contratacion_isadquisiciones = '0' AND plantilla_isadjudicacion = '1',0.41
isNacional_100T30Obj2.txt,plantilla_islicitacion = '0' AND contratacion_isobrapublica = '0' AND contratacion_isservicios = '1',0.4
isNacional_100T30Obj2.txt,contratacion_isadquisiciones = '0' AND plantilla_islicitacion = '0' AND plantilla_isinvitacion = '0',0.39
isNacional_100T30Obj2.txt,contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '0' AND contratacion_isservicios = '1',0.38
isNacional_100T30Obj2.txt,contratacion_isservicios = '1' AND plantilla_isinvitacion = '0' AND plantilla_isadjudicacion = '1',0.38
isNacional_100T30Obj2.txt,contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '0' AND plantilla_isadjudicacion = '1',0.38
isNacional_100T30Obj2.txt,contratacion_isadquisiciones = '0' AND plantilla_isadjudicacion = '1' AND contratacion_isservicios = '1',0.38
isNacional_100T30Obj2.txt,plantilla_islicitacion = '0' AND plantilla_isadjudicacion = '1' AND contratacion_isservicios = '1',0.38
isNacional_100T30Obj2.txt,contratacion_isservicios = '1' AND plantilla_islicitacion = '0' AND plantilla_isadjudicacion = '1',0.38
isNacional_100T30Obj2.txt,plantilla_islicitacion = '0' AND contratacion_isservicios = '1' AND plantilla_isadjudicacion = '1',0.38
isNacional_100T30Obj2.txt,plantilla_isadjudicacion = '1' AND contratacion_isadquisiciones = '0' AND contratacion_isobrapublica = '0',0.38
isNacional_100T30Obj2.txt,plantilla_isadjudicacion = '1' AND contratacion_isservicios = '1',0.38
isNacional_100T30Obj2.txt,contratacion_isservicios = '1' AND plantilla_isinvitacion = '0' AND plantilla_islicitacion = '0',0.36
isNacional_100T30Obj2.txt,entidad_count > 1877.00 AND contratacion_isadquisiciones = '0' AND plantilla_isadjudicacion = '1',0.34
isNacional_100T30Obj2.txt,contratacion_isobrapublica = '0' AND entidad_count > 1877.00 AND contratacion_isadquisiciones = '0',0.34
isNacional_100T30Obj2.txt,entidad_count > 1877.00 AND contratacion_isadquisiciones = '0' AND plantilla_isinvitacion = '0',0.33
isNacional_100T30Obj2.txt,plantilla_islicitacion = '0' AND contratacion_isservicios = '1' AND publicacion_istrimestre3 = '0',0.32
isNacional_100T30Obj2.txt,contratacion_isadquisiciones = '0' AND correo_isgob = '1' AND plantilla_islicitacion = '0',0.31
isNacional_100T30Obj2.txt,contratacion_isadquisiciones = '0' AND plantilla_islicitacion = '0' AND correo_isgob = '1',0.31
isObraPublica,entidad_count <= 20761.00 AND plantilla_isadjudicacion = '0' AND procedimiento_isinttlc = '0',0.59
isObraPublica,plantilla_isadjudicacion = '0' AND procedimiento_isinttlc = '0' AND entidad_count <= 20761.00,0.59
isObraPublica,plantilla_isadjudicacion = '0' AND entidad_count <= 20761.00 AND procedimiento_isinttlc = '0',0.59
isObraPublica,procedimiento_isnacional = '1' AND plantilla_isadjudicacion = '0' AND entidad_count <= 20761.00,0.58
isObraPublica,plantilla_isadjudicacion = '0' AND entidad_count <= 20761.00 AND procedimiento_isnacional = '1',0.58
isObraPublica,entidad_count <= 20761.00 AND plantilla_isadjudicacion = '0' AND procedimiento_isnacional = '1',0.58
isObraPublica,plantilla_isadjudicacion = '0' AND procedimiento_isinttlc = '0' AND publicacion_istrimestre1 = '0',0.44
isObraPublica,plantilla_isadjudicacion = '0' AND procedimiento_isnacional = '1' AND publicacion_istrimestre1 = '0',0.43
isObraPublica,plantilla_isadjudicacion = '0' AND entidad_count <= 20761.00 AND publicacion_istrimestre1 = '0',0.42
isObraPublica,plantilla_isadjudicacion = '0' AND publicacion_istrimestre1 = '0' AND entidad_count <= 20761.00,0.42
isObraPublica,entidad_count <= 20761.00 AND plantilla_isadjudicacion = '0' AND publicacion_istrimestre1 = '0',0.42
isObraPublica,plantilla_isadjudicacion = '0' AND procedimiento_isinttlc = '0' AND correo_isgob = '1',0.41
isObraPublica,correo_isgob = '1' AND procedimiento_isinttlc = '0' AND plantilla_isadjudicacion = '0',0.41
isObraPublica,procedimiento_isinttlc = '0' AND plantilla_isadjudicacion = '0' AND correo_isgob = '1',0.41
isObraPublica,plantilla_isadjudicacion = '0' AND publicacion_istrimestre3 = '0' AND procedimiento_isinttlc = '0',0.4
isObraPublica,plantilla_isadjudicacion = '0' AND procedimiento_isinttlc = '0' AND publicacion_istrimestre3 = '0',0.4
isObraPublica,procedimiento_isinttlc = '0' AND plantilla_isadjudicacion = '0' AND publicacion_istrimestre3 = '0',0.4
isObraPublica,procedimiento_isnacional = '1' AND plantilla_isadjudicacion = '0' AND publicacion_istrimestre3 = '0',0.4
isObraPublica,correo_isgob = '1' AND plantilla_isadjudicacion = '0' AND procedimiento_isnacional = '1',0.4
isObraPublica,plantilla_isadjudicacion = '0' AND procedimiento_isnacional = '1' AND correo_isgob = '1',0.4
isObraPublica,plantilla_isadjudicacion = '0' AND publicacion_istrimestre3 = '0' AND procedimiento_isnacional = '1',0.4
isObraPublica,plantilla_isadjudicacion = '0' AND correo_isgob = '1' AND entidad_count <= 20761.00,0.39
isObraPublica,correo_isgob = '1' AND plantilla_isadjudicacion = '0' AND entidad_count <= 20761.00,0.39
isObraPublica,plantilla_isadjudicacion = '0' AND entidad_count <= 20761.00 AND correo_isgob = '1',0.39
isObraPublica,entidad_count <= 20761.00 AND plantilla_isadjudicacion = '0' AND publicacion_istrimestre3 = '0',0.39
isObraPublica,publicacion_istrimestre3 = '0' AND entidad_count <= 20761.00 AND plantilla_isadjudicacion = '0',0.39
isObraPublica,entidad_count <= 20761.00 AND plantilla_isadjudicacion = '0' AND publicacion_istrimestre2 = '0',0.35
isObraPublica,plantilla_isinvitacion = '0' AND entidad_count <= 20761.00 AND plantilla_isadjudicacion = '0',0.35
isObraPublica,plantilla_isinvitacion = '0' AND plantilla_islicitacion = '1' AND procedimiento_isinttlc = '0',0.35
isObraPublica,plantilla_islicitacion = '1',0.35
isObraPublica,plantilla_isadjudicacion = '0' AND plantilla_isinvitacion = '0' AND procedimiento_isinttlc = '0',0.35
isObraPublica,plantilla_isadjudicacion = '0' AND procedimiento_isnacional = '1' AND publicacion_istrimestre2 = '0',0.35
isObraPublica,entidad_count <= 20761.00 AND procedimiento_isinttlc = '0' AND plantilla_islicitacion = '1',0.35
isObraPublica,plantilla_isinvitacion = '0' AND procedimiento_isinttlc = '0' AND plantilla_isadjudicacion = '0',0.35
isObraPublica,entidad_count <= 20761.00 AND plantilla_isinvitacion = '0' AND plantilla_isadjudicacion = '0',0.35
isObraPublica,plantilla_isinvitacion = '0' AND plantilla_isadjudicacion = '0' AND procedimiento_isnacional = '1',0.35
isObraPublica,entidad_count <= 20761.00 AND plantilla_isinvitacion = '0' AND plantilla_islicitacion = '1',0.34
isObraPublica,procedimiento_isnacional = '1' AND plantilla_islicitacion = '1',0.34
isObraPublica,plantilla_isinvitacion = '0' AND entidad_count <= 20761.00 AND plantilla_islicitacion = '1',0.34
isObraPublica,procedimiento_isinttlc = '0' AND plantilla_islicitacion = '1' AND procedimiento_isnacional = '1',0.34
isObraPublica,plantilla_islicitacion = '1' AND entidad_count <= 20761.00 AND procedimiento_isnacional = '1',0.33
isObraPublica,entidad_count <= 20761.00 AND plantilla_islicitacion = '1' AND procedimiento_isnacional = '1',0.33
isObraPublica,procedimiento_isnacional = '1' AND entidad_count <= 20761.00 AND plantilla_islicitacion = '1',0.33
isServicios_1000Trees.txt,entidad_count > 20761.00 AND procedimiento_isnacional = '1',0.4
isServicios_1000Trees.txt,procedimiento_isnacional = '1' AND entidad_count > 20761.00,0.4
isServicios_1000Trees.txt,entidad_count > 20761.00 AND plantilla_islicitacion = '0' AND plantilla_isinvitacion = '0' AND procedimiento_isnacional = '1',0.36
isServicios_1000Trees.txt,entidad_count > 20761.00 AND plantilla_isadjudicacion = '1' AND procedimiento_isnacional = '1',0.35
isServicios_1000Trees.txt,entidad_count > 20761.00 AND procedimiento_isnacional = '1' AND plantilla_isadjudicacion = '1',0.35
isServicios_1000Trees.txt,procedimiento_isinttlc = '0' AND procedimiento_isnacional = '1' AND entidad_count > 20761.00 AND publicacion_istrimestre3 = '0',0.33
isServicios_1000Trees.txt,entidad_count > 20761.00 AND procedimiento_isinttlc = '0' AND procedimiento_isnacional = '1' AND publicacion_istrimestre3 = '0',0.33
isServicios_1000Trees.txt,entidad_count > 20761.00 AND procedimiento_isinttlc = '0' AND plantilla_islicitacion = '0' AND plantilla_isadjudicacion = '1',0.32
isServicios_1000Trees.txt,procedimiento_isinttlc = '0' AND entidad_count > 20761.00 AND plantilla_isadjudicacion = '1',0.32
plantilla_isInvitacion.txt,Entidad_isCiudadDeMexico = '0' AND Contratacion_isAdquisiciones = '0' AND Procedimiento_isNacional = '1',0.35
plantilla_isInvitacion.txt,Procedimiento_isNacional = '1' AND Entidad_isCiudadDeMexico = '0' AND Contratacion_isAdquisiciones = '0',0.35
plantilla_isInvitacion.txt,Contratacion_isAdquisiciones = '0' AND Entidad_isCiudadDeMexico = '0' AND Procedimiento_isNacional = '1',0.35
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND contratacion_isadquisiciones = '1' AND correo_isgob = '1',0.5
procedimiento_isIntlTLC.txt,contratacion_isobrapublica = '0' AND correo_isgob = '1' AND contratacion_isadquisiciones = '1',0.5
procedimiento_isIntlTLC.txt,contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '1' AND correo_isgob = '1',0.5
procedimiento_isIntlTLC.txt,correo_isgob = '1' AND contratacion_isservicios = '0' AND contratacion_isadquisiciones = '1',0.5
procedimiento_isIntlTLC.txt,contratacion_isobrapublica = '0' AND contratacion_isservicios = '0' AND correo_isgob = '1',0.5
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND correo_isgob = '1' AND contratacion_isadquisiciones = '1',0.5
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '1',0.5
procedimiento_isIntlTLC.txt,correo_isgob = '1' AND contratacion_isservicios = '0' AND contratacion_isobrapublica = '0',0.5
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND contratacion_isobrapublica = '0' AND correo_isgob = '1',0.5
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND correo_isgob = '1' AND contratacion_isobrapublica = '0',0.5
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND correo_isgob = '1' AND plantilla_islicitacion = '0',0.46
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND plantilla_islicitacion = '0' AND contratacion_isadquisiciones = '1',0.46
procedimiento_isIntlTLC.txt,correo_isgob = '1' AND plantilla_islicitacion = '0' AND contratacion_isadquisiciones = '1',0.46
procedimiento_isIntlTLC.txt,correo_isgob = '1' AND contratacion_isadquisiciones = '1' AND plantilla_islicitacion = '0',0.46
procedimiento_isIntlTLC.txt,plantilla_islicitacion = '0' AND contratacion_isservicios = '0' AND contratacion_isobrapublica = '0',0.46
procedimiento_isIntlTLC.txt,correo_isgob = '1' AND contratacion_isadquisiciones = '1' AND plantilla_isinvitacion = '0',0.43
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND plantilla_islicitacion = '0' AND correo_isgob = '1',0.43
procedimiento_isIntlTLC.txt,plantilla_islicitacion = '0' AND correo_isgob = '1' AND contratacion_isservicios = '0',0.43
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND contratacion_isadquisiciones = '1' AND plantilla_isinvitacion = '0',0.43
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND correo_isgob = '1' AND plantilla_isinvitacion = '0',0.43
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND plantilla_isinvitacion = '0' AND correo_isgob = '1',0.43
procedimiento_isIntlTLC.txt,contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '1' AND plantilla_isinvitacion = '0',0.43
procedimiento_isIntlTLC.txt,contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '1' AND plantilla_isadjudicacion = '1',0.41
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND plantilla_isadjudicacion = '1',0.41
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND plantilla_isadjudicacion = '1' AND contratacion_isadquisiciones = '1',0.41
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND plantilla_isinvitacion = '0' AND plantilla_isadjudicacion = '1',0.41
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND correo_isgob = '1' AND plantilla_isadjudicacion = '1',0.4
procedimiento_isIntlTLC.txt,correo_isgob = '1' AND contratacion_isadquisiciones = '1' AND plantilla_isadjudicacion = '1',0.4
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND plantilla_isadjudicacion = '1' AND correo_isgob = '1',0.4
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND plantilla_islicitacion = '0' AND plantilla_isinvitacion = '0',0.4
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND contratacion_isobrapublica = '0' AND publicacion_istrimestre3 = '0',0.38
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND plantilla_isinvitacion = '0' AND plantilla_isadjudicacion = '1',0.38
procedimiento_isIntlTLC.txt,contratacion_isadquisiciones = '1' AND correo_isgob = '1' AND publicacion_istrimestre3 = '0',0.37
procedimiento_isIntlTLC.txt,publicacion_istrimestre1 = '0' AND contratacion_isservicios = '0' AND contratacion_isobrapublica = '0',0.36
procedimiento_isIntlTLC.txt,contratacion_isservicios = '0' AND publicacion_istrimestre1 = '0' AND contratacion_isadquisiciones = '1',0.36
procedimiento_isIntlTLC.txt,contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '1' AND publicacion_istrimestre1 = '0',0.36
procedimiento_isIntlTLC.txt,contratacion_isobrapublica = '0' AND publicacion_istrimestre1 = '0' AND contratacion_isadquisiciones = '1',0.36
procedimiento_isIntlTLC.txt,publicacion_istrimestre1 = '0' AND contratacion_isobrapublica = '0' AND contratacion_isadquisiciones = '1',0.36
