@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/segment0/KBN3segment0-5-3tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute Class {' negative',' positive'}
@data
29,0.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,6.0,4.0,3.0,3.0,2.0,1.0,' negativ
30,5.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,8.0,0.0,' negativ
31,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,9.0,1.0,' negativ
32,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,8.0,1.0,4.0,7.0,' negativ
33,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,7.0,8.0,8.0,1.0,7.0,3.0,8.0,2.0,0.0,' negativ
34,5.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,2.0,1.0,3.0,2.0,6.0,4.0,3.0,3.0,3.0,1.0,' negativ
35,3.0,7.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,6.0,1.0,5.0,2.0,1.0,' negativ
36,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,7.0,2.0,' positiv
37,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,5.0,' negativ
38,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,9.0,1.0,' negativ
39,4.0,9.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,8.0,1.0,4.0,8.0,' negativ
40,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,9.0,1.0,' negativ
41,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,4.0,3.0,2.0,4.0,1.0,' negativ
42,2.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,3.0,5.0,1.0,7.0,0.0,' negativ
43,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,3.0,1.0,3.0,3.0,' positiv
44,1.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,9.0,1.0,5.0,6.0,' negativ
45,5.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,8.0,1.0,4.0,7.0,' negativ
46,7.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,4.0,2.0,3.0,2.0,1.0,' negativ
47,5.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,8.0,2.0,3.0,3.0,1.0,2.0,' negativ
48,4.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,5.0,4.0,5.0,4.0,5.0,6.0,1.0,5.0,2.0,1.0,' negativ
49,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,8.0,8.0,9.0,8.0,2.0,6.0,3.0,9.0,1.0,0.0,' negativ
50,5.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,3.0,4.0,6.0,2.0,4.0,3.0,1.0,' negativ
51,8.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,4.0,1.0,6.0,1.0,' negativ
52,8.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,4.0,8.0,' negativ
53,4.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,0.0,9.0,1.0,3.0,8.0,' negativ
54,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,8.0,2.0,' negativ
55,6.0,7.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,6.0,5.0,2.0,4.0,2.0,1.0,' negativ
56,8.0,9.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,8.0,1.0,4.0,8.0,' negativ
57,6.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,5.0,1.0,4.0,2.0,1.0,' negativ
58,1.0,9.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,8.0,1.0,5.0,8.0,' negativ
59,2.0,7.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,0.0,8.0,1.0,2.0,7.0,' negativ
60,0.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,7.0,1.0,3.0,7.0,' negativ
61,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,3.0,1.0,4.0,2.0,' positiv
62,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,9.0,9.0,3.0,5.0,3.0,9.0,1.0,0.0,' negativ
63,2.0,7.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,0.0,9.0,1.0,4.0,7.0,' negativ
64,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,5.0,7.0,6.0,0.0,9.0,0.0,7.0,3.0,0.0,' negativ
65,1.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,2.0,4.0,2.0,' positiv
66,0.0,9.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,3.0,7.0,' negativ
67,1.0,8.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,6.0,1.0,5.0,2.0,1.0,' negativ
68,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,9.0,1.0,' negativ
69,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,8.0,9.0,8.0,2.0,7.0,2.0,9.0,1.0,0.0,' negativ
70,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,1.0,1.0,' negativ
71,2.0,4.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,2.0,2.0,5.0,1.0,' negativ
72,9.0,7.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,2.0,1.0,' negativ
73,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,5.0,3.0,' positiv
74,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,' negativ
75,1.0,2.0,0.0,0.0,1.0,7.0,5.0,7.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,0.0,' negativ
76,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,' positiv
77,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,4.0,3.0,2.0,4.0,1.0,' negativ
78,3.0,7.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,6.0,1.0,5.0,2.0,1.0,' negativ
79,7.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,3.0,3.0,2.0,1.0,' negativ
80,5.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,4.0,5.0,6.0,1.0,6.0,2.0,1.0,' negativ
81,4.0,9.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,9.0,1.0,4.0,7.0,' negativ
82,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,9.0,1.0,' negativ
83,8.0,2.0,0.0,0.0,1.0,8.0,9.0,6.0,9.0,2.0,1.0,2.0,2.0,6.0,3.0,5.0,2.0,5.0,0.0,' negativ
84,2.0,4.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,7.0,2.0,3.0,6.0,0.0,' negativ
85,8.0,8.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,9.0,1.0,5.0,7.0,' negativ
86,5.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,0.0,9.0,1.0,4.0,8.0,' negativ
87,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,3.0,1.0,4.0,4.0,' positiv
88,6.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,0.0,' negativ
89,6.0,7.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,6.0,5.0,1.0,4.0,2.0,1.0,' negativ
90,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,9.0,1.0,' negativ
91,9.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,7.0,0.0,9.0,1.0,4.0,7.0,' negativ
92,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,6.0,4.0,2.0,8.0,0.0,6.0,3.0,1.0,' negativ
93,4.0,5.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,3.0,3.0,4.0,3.0,6.0,4.0,2.0,4.0,2.0,1.0,' negativ
94,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,9.0,1.0,' negativ
95,6.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,' negativ
96,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,5.0,' negativ
97,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,9.0,9.0,9.0,9.0,5.0,4.0,4.0,9.0,1.0,0.0,' negativ
98,4.0,9.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,6.0,0.0,9.0,2.0,3.0,8.0,' negativ
99,6.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,6.0,1.0,5.0,2.0,1.0,' negativ
100,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,9.0,1.0,' negativ
101,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,6.0,4.0,' positiv
102,3.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,3.0,1.0,4.0,3.0,' positiv
103,3.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,2.0,1.0,' negativ
104,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,8.0,7.0,2.0,8.0,1.0,8.0,2.0,0.0,' negativ
105,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,8.0,0.0,' negativ
106,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,5.0,' negativ
107,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,3.0,4.0,1.0,4.0,1.0,' negativ
108,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,9.0,1.0,' negativ
109,7.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,7.0,0.0,' negativ
110,7.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,6.0,5.0,7.0,6.0,0.0,9.0,0.0,7.0,3.0,0.0,' negativ
111,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,5.0,4.0,' positiv
112,9.0,3.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,3.0,4.0,2.0,3.0,1.0,' negativ
113,5.0,3.0,0.0,0.0,1.0,6.0,5.0,8.0,8.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,0.0,' negativ
114,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,8.0,8.0,9.0,8.0,3.0,6.0,2.0,9.0,1.0,0.0,' negativ
115,7.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,1.0,3.0,' negativ
116,7.0,4.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,7.0,3.0,3.0,2.0,3.0,1.0,' negativ
117,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,7.0,1.0,' negativ
118,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,7.0,1.0,' negativ
119,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,5.0,3.0,' positiv
120,5.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,4.0,2.0,3.0,2.0,1.0,' negativ
121,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,5.0,' negativ
122,0.0,9.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,7.0,1.0,3.0,8.0,' negativ
123,1.0,3.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,8.0,0.0,' negativ
124,2.0,6.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,6.0,4.0,3.0,2.0,4.0,1.0,' negativ
125,8.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,1.0,3.0,1.0,' negativ
126,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,7.0,2.0,' positiv
127,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,5.0,3.0,' positiv
128,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,5.0,4.0,' positiv
129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,' positiv
130,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,8.0,1.0,' negativ
131,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,6.0,3.0,4.0,2.0,3.0,0.0,' negativ
132,7.0,7.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,4.0,3.0,3.0,2.0,1.0,' negativ
133,4.0,8.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,0.0,9.0,1.0,4.0,8.0,' negativ
134,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,' positiv
135,4.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,9.0,1.0,5.0,6.0,' negativ
136,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,9.0,1.0,' negativ
137,6.0,7.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,6.0,1.0,5.0,2.0,1.0,' negativ
138,5.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,' positiv
139,6.0,7.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,7.0,3.0,4.0,2.0,2.0,0.0,' negativ
140,4.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,6.0,1.0,5.0,2.0,1.0,' negativ
141,8.0,9.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,4.0,8.0,' negativ
142,3.0,5.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,5.0,1.0,6.0,0.0,' negativ
143,9.0,6.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,6.0,2.0,4.0,3.0,1.0,' negativ
144,8.0,5.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,1.0,' negativ
145,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,5.0,4.0,' positiv
146,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,8.0,1.0,' negativ
147,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,8.0,0.0,' negativ
148,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0.0,9.0,1.0,' negativ
149,2.0,8.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,6.0,1.0,5.0,3.0,1.0,' negativ
150,4.0,7.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,6.0,5.0,2.0,4.0,2.0,1.0,' negativ
151,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,8.0,9.0,8.0,2.0,7.0,2.0,9.0,1.0,0.0,' negativ
152,2.0,5.0,0.0,0.0,2.0,3.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,5.0,1.0,6.0,0.0,' negativ
153,5.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,8.0,8.0,9.0,8.0,2.0,7.0,2.0,9.0,1.0,0.0,' negativ
154,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,7.0,1.0,5.0,3.0,1.0,' negativ
155,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,8.0,2.0,6.0,3.0,9.0,1.0,0.0,' negativ
156,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,' positiv
157,8.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,9.0,0.0,' negativ
158,0.0,2.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,0.0,0.0,1.0,0.0,6.0,3.0,5.0,1.0,7.0,0.0,' negativ
159,2.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,5.0,6.0,' negativ
160,3.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,4.0,3.0,5.0,4.0,3.0,7.0,1.0,5.0,3.0,1.0,' negativ
